objid,ra,dec,u,g,u-g,r,i,z,r-i,i-z
1.24E+18,229.8068963,2.019101412,23.16847,22.19044,0.9780273,21.42782,20.99325,20.993,0.43457,0.00025
1.24E+18,229.8051584,2.019463506,25.25726,22.9411,2.316162,21.82874,21.5586,21.76313,0.27014,-0.20453
1.24E+18,229.8052063,1.990425034,23.50033,21.60634,1.89399,20.76769,20.60641,20.92781,0.16128,-0.3214
1.24E+18,229.8075986,2.033351772,24.2367,22.4011,1.835596,21.46196,21.36347,22.43833,0.09849,-1.07486
1.24E+18,229.8108913,2.080623687,23.1019,21.31595,1.785946,20.76531,20.49452,20.26694,0.27079,0.22758
1.24E+18,229.8105884,2.064634643,23.16593,21.52267,1.643257,20.90027,20.80353,20.4277,0.09674,0.37583
1.24E+18,229.8101075,2.015923673,26.33531,22.41393,3.921381,21.32176,21.11522,20.99214,0.20654,0.12308
1.24E+18,229.8115395,2.040341469,23.99165,22.86445,1.127201,21.9082,21.49379,21.43243,0.41441,0.06136
1.24E+18,229.813044,2.067826244,22.79757,21.42241,1.37516,20.82298,20.58767,20.55266,0.23531,0.03501
1.24E+18,229.8119139,2.052903981,22.899,21.67363,1.225365,20.99627,20.70532,20.87671,0.29095,-0.17139
1.24E+18,229.813633,2.052336684,24.98514,22.26739,2.717745,21.51832,21.0705,20.78983,0.44782,0.28067
1.24E+18,229.8145714,2.065602492,22.65856,21.42969,1.228868,20.7747,20.53373,20.36112,0.24097,0.17261
1.24E+18,229.8134442,2.024346601,22.42898,21.07224,1.356741,20.57322,20.34083,20.23159,0.23239,0.10924
1.24E+18,229.8136855,2.01939732,22.44879,21.16404,1.284756,20.49339,20.19422,20.15071,0.29917,0.04351
1.24E+18,229.8150308,2.031169356,22.54037,21.37117,1.169207,20.77828,20.51219,20.24734,0.26609,0.26485
1.24E+18,229.8166963,2.06504313,23.60838,21.78706,1.821321,21.0912,20.89387,20.58086,0.19733,0.31301
1.24E+18,229.8161527,2.024076573,25.92593,21.88344,4.042496,21.17699,20.94634,21.11749,0.23065,-0.17115
1.24E+18,229.8147393,2.0104987,25.48649,22.43983,3.046661,21.5171,21.23275,20.61529,0.28435,0.61746
1.24E+18,229.816633,2.021348003,23.5336,21.94855,1.585043,20.63649,19.68071,19.23422,0.95578,0.44649
1.24E+18,229.8190889,2.039229677,23.75555,22.28869,1.466864,21.71887,21.46651,21.35157,0.25236,0.11494
1.24E+18,229.7512939,2.006099585,25.26074,23.96154,1.299208,22.45353,22.4501,21.37105,0.00343,1.07905
1.24E+18,229.7595265,2.010302311,25.37847,24.0296,1.348869,22.66933,22.25018,22.23152,0.41915,0.01866
1.24E+18,229.7644634,2.020258477,25.74917,23.53802,2.211149,21.97642,22.01465,21.18839,-0.03823,0.82626
1.24E+18,229.7637516,1.994486285,24.03998,23.76118,0.278801,22.45799,21.74542,21.37461,0.71257,0.37081
1.24E+18,229.7659823,2.000492461,24.31801,24.43934,-0.1213322,22.61979,22.23211,21.88042,0.38768,0.35169
1.24E+18,229.7737459,2.130445762,23.6703,25.18887,-1.518572,22.66314,22.47518,22.38573,0.18796,0.08945
1.24E+18,229.7722687,2.000289354,23.35341,23.11612,0.2372932,22.09746,21.65128,22.08534,0.44618,-0.43406
1.24E+18,229.7762099,2.122500161,24.03957,23.83162,0.2079487,22.59075,22.13509,21.31104,0.45566,0.82405
1.24E+18,229.7764532,2.025082609,26.15023,23.25127,2.898958,21.85601,21.53511,21.21046,0.3209,0.32465
1.24E+18,229.7763203,2.012620567,25.43121,24.21404,1.217167,22.49201,21.98113,21.21532,0.51088,0.76581
1.24E+18,229.7777811,1.999125892,24.55809,23.24417,1.313921,21.96017,21.91041,21.49993,0.04976,0.41048
1.24E+18,229.7868058,1.992201185,25.08735,23.44218,1.645176,22.36448,21.60118,21.74713,0.7633,-0.14595
1.24E+18,229.790889,2.108323794,24.08213,23.50517,0.5769577,22.3118,22.05328,21.76679,0.25852,0.28649
1.24E+18,229.7881066,1.988045875,23.34813,23.67089,-0.3227577,22.2281,21.85134,22.72175,0.37676,-0.87041
1.24E+18,229.7901419,2.01564931,23.34696,24.79694,-1.449978,22.65199,23.6553,22.03514,-1.00331,1.62016
1.24E+18,229.7949895,2.043502594,24.80116,23.29601,1.505156,22.10141,21.75966,21.7445,0.34175,0.01516
1.24E+18,229.8020379,2.097025674,23.66548,23.52434,0.1411438,22.54627,22.85127,22.56583,-0.305,0.28544
1.24E+18,229.8020972,2.052659972,24.21975,23.56207,0.6576786,22.58263,22.33062,23.75675,0.25201,-1.42613
1.24E+18,229.801314,2.044822973,25.23762,25.79721,-0.5595932,22.46699,22.99121,20.87784,-0.52422,2.11337
1.24E+18,229.8057455,2.058649026,24.70328,24.84459,-0.1413097,22.65259,22.47593,22.76027,0.17666,-0.28434
1.24E+18,229.8070316,2.048368468,25.34079,23.36048,1.98031,22.04168,21.46956,21.13679,0.57212,0.33277
1.24E+18,229.8066561,2.03113549,24.56935,23.24285,1.326508,22.21061,21.85892,21.16422,0.35169,0.6947
1.24E+18,229.8069766,2.004372987,24.23554,23.53637,0.6991692,22.49274,22.58884,22.08639,-0.0961,0.50245
1.24E+18,229.8134874,2.012810428,24.35527,23.37407,0.9812069,22.72645,22.08071,22.19394,0.64574,-0.11323
1.24E+18,229.815436,2.061247152,23.88863,24.06832,-0.1796932,22.39868,20.70543,19.77561,1.69325,0.92982
1.24E+18,229.8167863,2.062878547,24.30421,23.59225,0.7119598,22.3596,20.67256,19.80103,1.68704,0.87153
1.24E+18,229.7475401,1.989329234,26.16346,24.25661,1.906851,22.7838,21.89098,21.56294,0.89282,0.32804
1.24E+18,229.7886341,2.01186863,24.60139,24.18794,0.4134445,22.90521,22.1116,22.03408,0.79361,0.07752
1.24E+18,229.790596,1.999544435,24.163,24.51688,-0.3538857,23.67134,21.88168,20.49517,1.78966,1.38651
1.24E+18,229.7939665,2.034672128,26.02094,24.23642,1.784515,23.23217,22.0788,21.48299,1.15337,0.59581
1.24E+18,229.8050326,2.012766818,25.63394,23.59175,2.042192,22.86739,21.99208,22.37073,0.87531,-0.37865
1.24E+18,229.6151601,1.971493168,15.66052,14.53554,1.124979,14.0791,16.64062,14.01991,-2.56152,2.62071
1.24E+18,229.6215248,1.990909348,17.00234,15.40675,1.59559,14.62682,17.02409,14.28731,-2.39727,2.73678
1.24E+18,229.6220236,1.96192934,16.25212,14.98,1.272117,14.99086,15.03819,15.09186,-0.04733,-0.05367
1.24E+18,229.6422869,1.989302818,17.16989,15.49905,1.670845,14.82662,15.15582,14.38867,-0.3292,0.76715
1.24E+18,229.6305949,1.953386475,17.27353,15.72308,1.55045,15.00499,16.36385,14.67976,-1.35886,1.68409
1.24E+18,229.6295838,1.981555549,17.955,16.60476,1.350237,16.01302,15.75297,15.65935,0.26005,0.09362
1.24E+18,229.6032895,1.990084046,18.12204,16.79378,1.32826,16.11701,15.8884,15.78515,0.22861,0.10325
1.24E+18,229.6362329,1.947584606,16.49173,15.89627,0.5954628,16.20673,16.45541,16.62165,-0.24868,-0.16624
1.24E+18,229.6289234,1.952435644,18.36412,17.03659,1.327532,16.48015,16.22336,16.12222,0.25679,0.10114
1.24E+18,229.622612,1.972978226,24.63467,25.11439,-0.4797192,17.0661,16.64327,16.52485,0.42283,0.11842
1.24E+18,229.6183656,1.975606978,18.91016,17.59903,1.311131,17.05518,16.80639,16.71755,0.24879,0.08884
1.24E+18,229.640435,1.969984979,18.83381,17.52476,1.309048,16.96937,16.73752,16.61773,0.23185,0.11979
1.24E+18,229.6083828,1.987276715,19.34937,18.2765,1.072868,17.62856,17.26236,22.82689,0.3662,-5.56453
1.24E+18,229.6258245,1.974305217,19.2729,25.11439,-5.841492,24.80204,17.65734,22.82691,7.1447,-5.16957
1.24E+18,229.6045181,1.99054099,19.34344,18.14803,1.195406,17.69295,17.40922,17.38393,0.28373,0.02529
1.24E+18,229.6218459,1.966121057,19.27448,18.22364,1.05084,17.82598,17.63393,17.61102,0.19205,0.02291
1.24E+18,229.6460891,1.988407912,19.13702,17.97045,1.166571,17.55823,17.37913,17.30737,0.1791,0.07176
1.24E+18,229.6225256,1.982352375,19.3646,18.15936,1.205238,17.75378,17.57762,17.55754,0.17616,0.02008
1.24E+18,229.6090039,1.982455748,19.31061,18.24458,1.066034,17.87652,17.67502,17.68625,0.2015,-0.01123
1.24E+18,229.632844,1.968459733,19.20873,18.20398,1.004751,17.89173,17.70095,17.72411,0.19078,-0.02316
1.24E+18,229.6316108,1.956659421,19.21385,18.21678,0.9970684,17.91066,17.72373,17.72221,0.18693,0.00152
1.24E+18,229.6452226,1.972245226,19.13785,18.09246,1.045393,17.74656,17.56165,17.50459,0.18491,0.05706
1.24E+18,229.6428344,1.945955803,19.37634,18.32531,1.051027,18.08475,17.94059,17.94295,0.14416,-0.00236
1.24E+18,229.6459292,1.945436652,19.5762,18.57704,0.999155,18.35036,18.22596,18.17756,0.1244,0.0484
1.24E+18,229.643428,1.943462249,20.03708,19.03675,1.00033,18.75558,18.58714,18.6547,0.16844,-0.06756
1.24E+18,229.6445466,1.942039757,20.52891,19.40251,1.1264,19.15032,18.9788,19.10054,0.17152,-0.12174
1.24E+18,229.6439328,1.945276777,25.42354,22.64317,2.780365,21.96008,21.48469,21.26142,0.47539,0.22327
1.24E+18,229.6456888,1.941509413,25.52448,23.28149,2.242985,22.50268,21.64212,22.90995,0.86056,-1.26783
1.24E+18,229.6471808,1.944170229,24.66029,24.14086,0.5194302,22.70048,22.24287,21.15864,0.45761,1.08423
1.24E+18,229.6456182,1.95219349,21.07159,19.90973,1.161858,19.63368,19.43547,19.35998,0.19821,0.07549
1.24E+18,229.6451919,1.951621467,21.24605,19.99741,1.24864,19.66652,19.49133,19.43089,0.17519,0.06044
1.24E+18,229.6463026,1.954039225,20.96338,19.93515,1.028229,19.59963,19.39404,19.39478,0.20559,-0.00074
1.24E+18,229.643926,1.949751363,21.36855,20.21608,1.15247,19.84394,19.62517,19.55077,0.21877,0.0744
1.24E+18,229.6427311,1.949086863,22.62613,21.1704,1.455732,20.66945,20.34568,20.51471,0.32377,-0.16903
1.24E+18,229.6443862,1.951451351,23.5407,22.02649,1.514214,21.53698,21.23149,21.65798,0.30549,-0.42649
1.24E+18,229.6410112,1.949028224,24.93027,22.4222,2.50807,21.83973,21.39043,21.60313,0.4493,-0.2127
1.24E+18,229.6451958,1.949627982,24.74606,22.96589,1.78017,21.99175,21.54866,22.32942,0.44309,-0.78076
1.24E+18,229.6441695,1.94795493,23.20339,23.85216,-0.6487732,22.27093,21.60204,21.039,0.66889,0.56304
1.24E+18,229.6445372,1.953014195,23.84553,23.89186,-0.04633522,22.5606,21.94211,21.93832,0.61849,0.00379
1.24E+18,229.6404258,1.950018347,23.89276,24.65593,-0.7631721,23.60868,22.37648,21.84413,1.2322,0.53235
1.24E+18,229.6416459,1.948509342,24.3173,23.90871,0.4085884,22.96204,22.22006,21.72781,0.74198,0.49225
1.24E+18,229.6439019,1.950616616,24.68518,24.82739,-0.14221,23.05739,22.40957,22.06409,0.64782,0.34548
1.24E+18,229.7092676,1.980860067,17.09119,14.89652,2.194671,14.13632,16.84782,13.48836,-2.7115,3.35946
1.24E+18,229.661662,1.979641169,16.09318,14.61444,1.478735,14.23714,17.31219,13.96465,-3.07505,3.34754
1.24E+18,229.6681461,1.971925338,16.7189,14.92047,1.798437,14.31265,16.86653,13.72819,-2.55388,3.13834
1.24E+18,229.6640617,1.981014749,17.081,15.39787,1.683121,14.78888,19.75233,14.31314,-4.96345,5.43919
1.24E+18,229.6570438,1.965165122,16.57162,15.31661,1.25501,15.03656,14.91776,14.86355,0.1188,0.05421
1.24E+18,229.7127022,1.964007084,17.38744,15.82747,1.559967,15.22718,14.98419,14.83363,0.24299,0.15056
1.24E+18,229.7072384,1.963278166,18.72942,17.3698,1.359615,16.8096,16.66647,16.5736,0.14313,0.09287
1.24E+18,229.6669499,1.978163763,18.25138,17.1063,1.145081,17.05917,17.20321,17.25152,-0.14404,-0.04831
1.24E+18,229.6532588,1.976405868,18.95633,17.63699,1.319342,17.07868,16.91956,16.81213,0.15912,0.10743
1.24E+18,229.6617776,1.971762817,19.04618,17.78082,1.265362,17.21892,17.10546,16.97392,0.11346,0.13154
1.24E+18,229.6956907,1.974785408,19.34315,17.97174,1.371407,17.41992,17.28787,17.27217,0.13205,0.0157
1.24E+18,229.7036936,1.976714942,19.31234,18.09755,1.214796,17.58016,17.45313,17.45613,0.12703,-0.003
1.24E+18,229.6764988,1.976214775,19.27027,18.13212,1.138155,17.65964,17.546,17.50518,0.11364,0.04082
1.24E+18,229.6882397,1.969980208,19.28747,18.2631,1.024372,17.80071,17.64724,17.67109,0.15347,-0.02385
1.24E+18,229.6726025,1.978284138,19.14344,18.08272,1.060719,17.67898,17.53014,17.61388,0.14884,-0.08374
1.24E+18,229.6606277,1.960564883,19.25385,18.2464,1.007448,17.84359,17.80914,17.78086,0.03445,0.02828
1.24E+18,229.6594331,1.986469543,22.38716,18.71711,3.670046,24.80203,18.13064,22.82691,6.67139,-4.69627
1.24E+18,229.6536185,1.984216748,19.33406,18.32889,1.005173,17.92107,17.878,17.82657,0.04307,0.05143
1.24E+18,229.6542504,1.98266301,24.63467,19.32622,5.308451,24.80203,18.61976,22.82691,6.18227,-4.20715
1.24E+18,229.6963543,1.964342633,19.42663,18.43092,0.9957104,18.05835,18.06495,18.05662,-0.0066,0.00833
1.24E+18,229.6618485,1.961664256,19.42377,18.38142,1.042353,18.02551,17.99905,18.00099,0.02646,-0.00194
1.24E+18,229.6805824,1.972773867,19.41787,18.42319,0.9946785,18.05993,18.02462,18.08445,0.03531,-0.05983
1.24E+18,229.6725836,1.972518683,19.4998,18.52897,0.9708309,18.16006,18.07859,18.12044,0.08147,-0.04185
1.24E+18,229.6886446,1.965362034,19.41305,18.40226,1.010786,18.01673,18.05096,18.06524,-0.03423,-0.01428
1.24E+18,229.6484905,1.963878415,19.54485,18.4724,1.072454,18.10438,18.07646,18.0549,0.02792,0.02156
1.24E+18,229.7071104,1.973247731,19.53497,18.5514,0.9835701,18.16056,18.17497,18.20126,-0.01441,-0.02629
1.24E+18,229.6511331,1.986391759,20.02646,18.98218,1.044283,18.58636,18.50654,18.61399,0.07982,-0.10745
1.24E+18,229.6660734,1.971879403,19.59464,18.599,0.9956455,18.22913,18.29706,18.3487,-0.06793,-0.05164
1.24E+18,229.6836228,1.975624905,19.5326,18.56098,0.9716282,18.20051,18.20236,18.23703,-0.00185,-0.03467
1.24E+18,229.6526275,1.963389865,19.67612,18.66937,1.006746,18.29141,18.27405,18.26982,0.01736,0.00423
1.24E+18,229.6699613,1.977870075,19.6568,18.61667,1.040125,18.22871,18.27971,18.2533,-0.051,0.02641
1.24E+18,229.6514372,1.98494046,19.85516,18.88815,0.9670029,18.45099,18.4704,18.3919,-0.01941,0.0785
1.24E+18,229.7048087,1.966288223,19.62816,18.64118,0.9869766,18.28689,18.29416,18.26811,-0.00727,0.02605
1.24E+18,229.6750574,1.975923601,19.58074,18.61771,0.9630337,18.26561,18.26212,18.2538,0.00349,0.00832
1.24E+18,229.7021702,1.983934142,19.6341,18.61939,1.014706,18.24657,18.23251,18.27312,0.01406,-0.04061
1.24E+18,229.7023778,1.977642384,19.55543,18.60049,0.9549389,18.25403,18.34022,18.30291,-0.08619,0.03731
1.24E+18,229.6507708,1.961260502,19.79657,18.73497,1.061596,18.35101,18.388,18.44075,-0.03699,-0.05275
1.24E+18,229.675004,1.980712009,19.15646,25.43454,-6.278078,25.0762,17.99793,22.99249,7.07827,-4.99456
1.24E+18,229.6798457,1.966772528,19.67591,18.69308,0.9828262,18.32913,18.28081,18.3645,0.04832,-0.08369
1.24E+18,229.6819032,1.971798208,19.81019,18.8242,0.9859962,18.48893,18.47656,18.55093,0.01237,-0.07437
1.24E+18,229.6558182,1.979142429,19.66867,18.67236,0.996315,18.27175,18.25889,18.29757,0.01286,-0.03868
1.24E+18,229.6594297,1.960230559,19.93028,18.89689,1.033384,18.54033,18.50683,18.56304,0.0335,-0.05621
1.24E+18,229.6481854,1.963012177,19.82719,18.83787,0.9893227,18.479,18.45352,18.51182,0.02548,-0.0583
1.24E+18,229.7073781,1.983596011,19.69613,18.75356,0.9425621,18.24381,19.56462,18.29842,-1.32081,1.2662
1.24E+18,229.6717674,1.973084014,19.9145,21.02504,-1.11054,19.60692,19.04422,22.82662,0.5627,-3.7824
1.24E+18,229.6937146,1.986836218,19.80259,18.81246,0.9901333,18.4427,18.44261,18.48239,9E-05,-0.03978
1.24E+18,229.6727424,1.965911839,19.80155,18.77717,1.02438,18.4068,18.46063,18.44111,-0.05383,0.01952
1.24E+18,229.7040498,1.979519563,19.931,18.91992,1.011072,18.54961,18.57101,18.66898,-0.0214,-0.09797
1.24E+18,229.6857886,1.970304157,19.78008,19.2628,0.5172768,18.59504,18.64591,18.81704,-0.05087,-0.17113
1.24E+18,229.6872615,1.97367492,19.87458,18.91407,0.9605103,18.5301,18.56758,18.55185,-0.03748,0.01573
1.24E+18,229.6606559,1.982852075,20.06399,19.13338,0.9306145,18.62753,18.61047,18.58177,0.01706,0.0287
1.24E+18,229.7097819,1.961177166,19.8837,18.86416,1.019537,18.50974,18.56087,18.49504,-0.05113,0.06583
1.24E+18,229.661728,1.975674485,19.94165,18.90869,1.032963,18.49554,18.56413,18.56821,-0.06859,-0.00408
1.24E+18,229.662409,1.966652486,20.052,19.92023,0.1317768,18.91595,18.75078,18.62279,0.16517,0.12799
1.24E+18,229.6692316,1.987805824,19.8309,18.85731,0.973587,18.47522,18.47025,18.48806,0.00497,-0.01781
1.24E+18,229.6892739,1.963595874,20.03903,18.99373,1.045298,18.65619,18.62877,18.71894,0.02742,-0.09017
1.24E+18,229.6836286,1.96883074,19.90301,18.93871,0.9642944,18.58014,18.57576,18.64997,0.00438,-0.07421
1.24E+18,229.6658685,1.966915201,19.93471,18.98963,0.945076,18.60519,18.6244,18.49343,-0.01921,0.13097
1.24E+18,229.6729709,1.958338909,20.05269,18.97128,1.081413,18.58726,18.63502,18.67578,-0.04776,-0.04076
1.24E+18,229.6551233,1.973275493,20.00223,19.0278,0.9744282,18.63551,18.6337,18.65371,0.00181,-0.02001
1.24E+18,229.6667945,1.956528508,20.03639,18.95831,1.078079,18.60288,18.60242,18.60017,0.00046,0.00225
1.24E+18,229.6653203,1.963291371,19.96116,18.97836,0.9827976,18.62298,18.62441,18.57533,-0.00143,0.04908
1.24E+18,229.6811046,1.941982767,16.98145,15.38881,1.592643,14.72792,20.18706,14.29652,-5.45914,5.89054
1.24E+18,229.6719122,1.936698698,16.55266,15.3178,1.234856,14.96535,14.84686,14.76924,0.11849,0.07762
1.24E+18,229.6759048,1.941933949,15.60162,15.37253,0.2290907,14.81552,16.03178,13.20901,-1.21626,2.82277
1.24E+18,229.6709987,1.943451033,18.31312,16.89618,1.416945,16.31679,16.11047,15.97873,0.20632,0.13174
1.24E+18,229.671056,1.941469049,18.14907,16.97425,1.174812,16.90143,16.95711,17.07633,-0.05568,-0.11922
1.24E+18,229.6647708,1.946041162,18.91232,17.58957,1.322748,17.06473,16.8906,16.77935,0.17413,0.11125
1.24E+18,229.6688147,1.936021529,19.29726,18.26442,1.032841,17.92261,17.82116,17.80977,0.10145,0.01139
1.24E+18,229.6863354,1.949890999,19.38873,18.39487,0.9938679,18.08938,18.01353,17.97292,0.07585,0.04061
1.24E+18,229.6564337,1.95348561,21.12515,19.0821,2.043056,18.2498,17.98131,17.80065,0.26849,0.18066
1.24E+18,229.691261,1.949233174,19.48532,18.47106,1.014269,18.12729,18.07358,18.056,0.05371,0.01758
1.24E+18,229.6544678,1.939807504,19.47752,18.4741,1.003424,18.15851,18.1111,18.07761,0.04741,0.03349
1.24E+18,229.6562386,1.938729261,19.58156,18.5291,1.052452,18.22269,18.17583,18.1395,0.04686,0.03633
1.24E+18,229.6670457,1.946038995,19.54097,18.55729,0.9836788,18.26181,18.18007,18.19115,0.08174,-0.01108
1.24E+18,229.6901719,1.951008824,19.75173,18.72374,1.027994,18.38891,18.3362,18.34846,0.05271,-0.01226
1.24E+18,229.6795858,1.945475477,19.98348,18.92807,1.055412,18.58692,18.55688,18.93105,0.03004,-0.37417
1.24E+18,229.6780753,1.945499016,20.12571,19.00008,1.125637,18.67316,18.62061,19.01409,0.05255,-0.39348
1.24E+18,229.6610809,1.950329936,20.10082,19.03274,1.068089,18.70325,18.64011,18.69491,0.06314,-0.0548
1.24E+18,229.6862701,1.942061302,20.27768,19.17049,1.107189,18.82874,18.78635,18.72715,0.04239,0.0592
1.24E+18,229.6642557,1.946518047,20.29925,19.32259,0.9766636,19.04232,18.91899,18.86373,0.12333,0.05526
1.24E+18,229.6863494,1.946557091,20.11229,19.18667,0.9256172,18.84805,18.76269,18.80439,0.08536,-0.0417
1.24E+18,229.6528069,1.953415116,20.09937,19.17021,0.9291611,18.85394,18.76246,18.69616,0.09148,0.0663
1.24E+18,229.6682116,1.946430037,20.29232,19.332,0.9603214,19.01391,18.95686,19.18924,0.05705,-0.23238
1.24E+18,229.6512334,1.941471113,20.44777,19.41306,1.03471,19.08559,19.00287,18.97598,0.08272,0.02689
1.24E+18,229.6827478,1.932371258,20.58534,19.50947,1.075876,19.06622,19.005,18.95847,0.06122,0.04653
1.24E+18,229.6896366,1.951710847,20.68823,19.66243,1.025806,19.23628,19.18211,19.07728,0.05417,0.10483
1.24E+18,229.65196,1.948291411,20.51655,19.62312,0.8934269,19.2699,19.16266,19.30938,0.10724,-0.14672
1.24E+18,229.6568297,1.95051579,20.78653,19.56005,1.226479,19.18584,19.09212,19.04459,0.09372,0.04753
1.24E+18,229.6669339,1.947364639,20.67537,19.68904,0.9863319,19.30114,19.22757,19.28256,0.07357,-0.05499
1.24E+18,229.6486019,1.943912368,20.71786,19.70013,1.017738,19.29454,19.24167,19.12014,0.05287,0.12153
1.24E+18,229.6577731,1.945799341,21.02629,19.86617,1.16012,19.48223,19.38534,19.5032,0.09689,-0.11786
1.24E+18,229.6670898,1.948699519,21.36108,20.01615,1.344933,19.53401,19.44519,19.61461,0.08882,-0.16942
1.24E+18,229.685686,1.945858273,21.1382,19.92915,1.209049,19.55262,19.47455,19.40256,0.07807,0.07199
1.24E+18,229.6717234,1.935963606,24.42891,21.25404,3.174868,24.80353,24.36167,22.06863,0.44186,2.29304
1.24E+18,229.6741206,1.939515812,21.59206,20.30823,1.283836,19.81842,19.68479,19.94881,0.13363,-0.26402
1.24E+18,229.6557887,1.939196386,21.65237,20.62257,1.029802,20.15622,19.95871,19.95537,0.19751,0.00334
1.24E+18,229.6605731,1.952912201,21.50474,20.39982,1.104921,19.96636,19.79788,19.78557,0.16848,0.01231
1.24E+18,229.6810339,1.947026597,21.82742,23.94014,-2.112719,19.74153,24.3615,21.067,-4.61997,3.2945
1.24E+18,229.6546366,1.948271301,21.15023,20.143,1.007227,19.67403,19.55415,19.41368,0.11988,0.14047
1.24E+18,229.6867877,1.94803061,21.52798,20.24137,1.286606,19.75446,19.64598,19.85518,0.10848,-0.2092
1.24E+18,229.6976709,1.942682821,21.22431,20.04872,1.175591,19.59412,19.50543,19.40164,0.08869,0.10379
1.24E+18,229.6993951,1.94440359,21.49971,20.13737,1.362341,19.7004,19.65445,19.62116,0.04595,0.03329
1.24E+18,229.6928027,1.949006312,21.15546,20.2157,0.9397659,19.74698,19.68141,19.58182,0.06557,0.09959
1.24E+18,229.669265,1.949332735,21.89663,20.38606,1.510567,19.89998,19.84592,19.76634,0.05406,0.07958
1.24E+18,229.650777,1.943764313,22.11555,20.5183,1.597246,20.00132,19.86733,19.94391,0.13399,-0.07658
1.24E+18,229.6553259,1.951897337,21.98887,20.51865,1.470226,20.05083,19.86612,19.8002,0.18471,0.06592
1.24E+18,229.6505608,1.950097326,21.78096,20.5872,1.193754,20.13233,19.9659,20.04114,0.16643,-0.07524
1.24E+18,229.6593644,1.949751347,22.00567,20.60393,1.401737,20.09998,20.00294,19.98652,0.09704,0.01642
1.24E+18,229.6684054,1.950255494,21.85359,20.59467,1.258928,20.14607,20.00014,20.04697,0.14593,-0.04683
1.24E+18,229.6777637,1.943194694,22.12334,23.57734,-1.453997,22.63585,21.26688,20.22178,1.36897,1.0451
1.24E+18,229.6840022,1.946257209,22.01111,20.70542,1.305685,20.17336,20.05487,19.80378,0.11849,0.25109
1.24E+18,229.6886679,1.944002367,21.92602,20.71508,1.210941,20.19381,20.12641,20.22551,0.0674,-0.0991
1.24E+18,229.6535376,1.950258367,22.38789,20.78766,1.600224,20.26933,20.18279,20.05463,0.08654,0.12816
1.24E+18,229.6961912,1.948209859,22.6254,20.88901,1.736397,20.38918,20.19104,19.94311,0.19814,0.24793
1.24E+18,229.6819369,1.953268299,23.15708,20.93197,2.225103,20.36001,20.22541,20.4396,0.1346,-0.21419
1.24E+18,229.6931444,1.947179526,23.06665,21.02763,2.039021,20.4316,20.31311,19.98668,0.11849,0.32643
1.24E+18,229.6583118,1.953363268,23.53909,21.03733,2.501755,20.47619,20.31293,20.58517,0.16326,-0.27224
1.24E+18,229.6746355,1.943700081,24.63465,22.64593,1.988722,21.89624,20.55776,20.50099,1.33848,0.05677
1.24E+18,229.6547539,1.941984111,22.51282,21.12341,1.389414,20.6339,20.42882,20.38094,0.20508,0.04788
1.24E+18,229.6619647,1.946151951,23.24405,21.19377,2.050283,20.57147,20.4227,20.38639,0.14877,0.03631
1.24E+18,229.697475,1.944743916,24.60507,21.65906,2.946011,20.87094,20.58289,20.34959,0.28805,0.2333
1.24E+18,229.6830898,1.933546868,22.8684,21.34649,1.521908,20.67077,20.47223,21.27995,0.19854,-0.80772
1.24E+18,229.6875902,1.952767169,23.11077,21.34691,1.763863,20.66186,20.56071,20.13732,0.10115,0.42339
1.24E+18,229.6796193,1.947574728,22.87834,21.69285,1.185486,20.99954,20.6707,20.89506,0.32884,-0.22436
1.24E+18,229.700496,1.945034494,22.737,21.41358,1.323427,20.63166,20.55316,20.37365,0.0785,0.17951
1.24E+18,229.6518604,1.943037626,23.63849,22.09282,1.54567,21.39697,20.95732,21.00613,0.43965,-0.04881
1.24E+18,229.6818371,1.934281592,23.89294,21.83222,2.060719,21.00113,20.8605,20.40082,0.14063,0.45968
1.24E+18,229.664917,1.951562705,23.41343,21.75443,1.659,21.08984,20.8588,20.74051,0.23104,0.11829
1.24E+18,229.6989713,1.945147129,24.3927,22.06494,2.327766,21.46268,21.08083,22.72146,0.38185,-1.64063
1.24E+18,229.6844124,1.948964136,24.22227,21.83469,2.387575,21.10835,20.92911,20.643,0.17924,0.28611
1.24E+18,229.6539773,1.944121404,24.0547,22.17892,1.875778,21.39008,21.11732,20.73515,0.27276,0.38217
1.24E+18,229.6769466,1.935967595,23.33826,22.16073,1.177532,21.31523,21.04917,21.44884,0.26606,-0.39967
1.24E+18,229.6560185,1.942503807,25.03735,22.37703,2.660322,21.9541,21.18285,21.75936,0.77125,-0.57651
1.24E+18,229.6779662,1.934943328,24.27377,22.2443,2.029469,21.33254,21.1061,22.48378,0.22644,-1.37768
1.24E+18,229.6759037,1.949477501,23.35853,21.8389,1.519634,21.26387,21.01932,21.53816,0.24455,-0.51884
1.24E+18,229.6980923,1.947496836,23.30864,22.12028,1.18836,21.2948,21.09076,21.18846,0.20404,-0.0977
1.24E+18,229.6568046,1.952315607,25.14544,22.47701,2.668432,21.47293,21.03259,21.50559,0.44034,-0.473
1.24E+18,229.6721101,1.929835343,21.40484,20.262,1.142839,19.82427,19.68983,19.57382,0.13444,0.11601
1.24E+18,229.6735446,1.929953185,24.79827,23.05707,1.741199,21.93613,21.66804,21.21816,0.26809,0.44988
1.24E+18,229.6664707,1.93185339,24.82029,24.05273,0.767561,22.59678,22.43729,22.4232,0.15949,0.01409
