objid,ra,dec,u,g,u-g,r,i,z,r-i,i-z
1.24E+18,229.754262,2.001362823,22.92685,22.70153,0.225317,20.64668,20.49263,20.16181,0.15405,0.33082
1.24E+18,229.7552069,2.011096377,20.86483,19.93497,0.9298611,19.46583,19.36225,19.2783,0.10358,0.08395
1.24E+18,229.7537854,2.007249472,21.12689,20.1682,0.9586926,19.66344,19.60433,19.63942,0.05911,-0.03509
1.24E+18,229.7558411,2.009329298,22.45572,21.17306,1.282665,20.62603,20.38898,20.50297,0.23705,-0.11399
1.24E+18,229.75475,2.0086025,23.32713,21.91708,1.410049,21.10249,20.80725,20.48237,0.29524,0.32488
1.24E+18,229.7579548,2.127597584,20.96394,19.88703,1.076916,19.55789,19.42294,19.40482,0.13495,0.01812
1.24E+18,229.7588647,2.125787385,23.22412,22.65984,0.5642757,21.71509,21.26437,22.59686,0.45072,-1.33249
1.24E+18,229.7557058,1.990602614,20.7975,19.89323,0.9042702,19.40402,19.33708,19.32514,0.06694,0.01194
1.24E+18,229.7552622,1.991017314,24.11205,21.84713,2.264923,21.06958,20.74724,20.25558,0.32234,0.49166
1.24E+18,229.7572651,1.990471019,23.625,22.17079,1.454205,21.46139,21.15005,20.58346,0.31134,0.56659
1.24E+18,229.7584045,2.002600833,20.33913,19.34791,0.9912186,18.87272,18.74626,18.68026,0.12646,0.066
1.24E+18,229.7604423,2.019367913,20.19333,19.22439,0.968935,18.85309,18.78347,18.78513,0.06962,-0.00166
1.24E+18,229.7584623,2.018880827,22.59941,21.19608,1.403332,20.55592,20.40659,20.16346,0.14933,0.24313
1.24E+18,229.7607314,2.01306912,19.78423,18.81537,0.9688587,18.4769,18.38465,18.4122,0.09225,-0.02755
1.24E+18,229.7592033,2.012663004,24.93877,24.40568,0.5330887,22.58699,22.50075,21.86066,0.08624,0.64009
1.24E+18,229.762659,2.009166626,20.03042,19.12283,0.9075909,18.75073,18.68639,18.68444,0.06434,0.00195
1.24E+18,229.7637268,2.024911364,19.22282,18.15499,1.067825,17.7077,17.55063,17.50102,0.15707,0.04961
1.24E+18,229.7628722,2.025681883,19.22334,18.23625,0.9870892,17.85378,17.73905,17.74171,0.11473,-0.00266
1.24E+18,229.765739,2.025688376,20.76476,19.80342,0.9613323,19.41985,19.32371,19.28189,0.09614,0.04182
1.24E+18,229.7678188,2.021335019,21.54819,20.52827,1.019918,20.03361,19.89278,19.71527,0.14083,0.17751
1.24E+18,229.7651854,2.023596916,21.7754,20.62386,1.151541,20.13069,20.00496,19.91924,0.12573,0.08572
1.24E+18,229.7633077,2.024031127,22.35959,20.86503,1.494556,20.25572,20.19283,20.1647,0.06289,0.02813
1.24E+18,229.7627781,2.027292841,25.2475,24.47477,0.7727356,23.5832,21.88648,22.19453,1.69672,-0.30805
1.24E+18,229.766706,2.022015153,23.48205,22.6174,0.864645,21.88521,21.63227,20.97942,0.25294,0.65285
1.24E+18,229.7668671,2.026697593,23.80923,22.83963,0.9696007,21.83057,21.6767,21.04689,0.15387,0.62981
1.24E+18,229.7667672,2.02329722,24.20934,23.11563,1.093714,22.03204,21.75996,20.98476,0.27208,0.7752
1.24E+18,229.7675545,2.024807797,24.93318,24.07029,0.8628864,22.33262,21.74955,21.7603,0.58307,-0.01075
1.24E+18,229.7682235,2.026284658,24.72091,25.15306,-0.4321499,23.85683,22.20652,22.90788,1.65031,-0.70136
1.24E+18,229.7639725,2.03051954,19.25364,18.26648,0.9871559,17.87339,17.7665,17.75194,0.10689,0.01456
1.24E+18,229.7657994,2.030190359,21.62873,20.82305,0.8056831,20.21866,20.13709,20.0041,0.08157,0.13299
1.24E+18,229.7665035,2.029256026,22.4928,21.34048,1.152321,20.69427,20.45942,20.43526,0.23485,0.02416
1.24E+18,229.7674848,2.031053992,24.28228,22.21463,2.06765,21.49993,21.15559,21.12961,0.34434,0.02598
1.24E+18,229.7678772,2.028992425,23.28539,23.34509,-0.05970383,22.52452,22.01694,22.03959,0.50758,-0.02265
1.24E+18,229.7672893,2.121742268,19.80579,18.87232,0.9334717,18.58888,18.47126,18.51539,0.11762,-0.04413
1.24E+18,229.7678177,2.12027919,22.31454,20.95512,1.359419,20.4784,20.24229,20.28596,0.23611,-0.04367
1.24E+18,229.767025,2.123377315,23.1216,21.54896,1.572643,20.99647,20.71387,20.88088,0.2826,-0.16701
1.24E+18,229.7653028,2.123833455,24.0724,21.74665,2.325748,21.23289,20.92238,20.88092,0.31051,0.04146
1.24E+18,229.7645396,2.124296518,24.81973,24.51556,0.3041649,22.65212,22.12147,21.39076,0.53065,0.73071
1.24E+18,229.7689315,2.123242985,23.52498,23.97478,-0.4497967,22.84219,22.11158,22.14542,0.73061,-0.03384
1.24E+18,229.7700505,2.122850879,25.81011,24.55659,1.253525,22.42607,23.20972,21.4397,-0.78365,1.77002
1.24E+18,229.7646252,1.991240215,21.28682,20.30394,0.9828873,19.82189,19.688,19.63535,0.13389,0.05265
1.24E+18,229.7669049,2.018282206,20.05139,19.04593,1.005459,18.71935,18.63937,18.60728,0.07998,0.03209
1.24E+18,229.7670213,2.014216559,19.52594,18.6421,0.8838329,18.31225,18.2163,18.2281,0.09595,-0.0118
1.24E+18,229.7678378,2.011676487,21.41236,20.17738,1.234983,19.59502,19.43515,19.30294,0.15987,0.13221
1.24E+18,229.7644116,2.017471628,21.49383,20.50358,0.990242,20.01522,19.82527,19.91264,0.18995,-0.08737
1.24E+18,229.7669374,2.012740286,22.87985,21.09572,1.784122,20.44506,20.36544,20.22554,0.07962,0.1399
1.24E+18,229.7639088,2.015635209,22.52586,21.05546,1.470398,20.41961,20.22969,20.05363,0.18992,0.17606
1.24E+18,229.7685385,2.01522109,23.88323,21.27391,2.609324,20.62347,20.42867,20.24256,0.1948,0.18611
1.24E+18,229.7656547,2.015255087,23.55836,21.63998,1.918385,20.89638,20.69107,20.32679,0.20531,0.36428
1.24E+18,229.7643641,2.012778406,23.2639,21.889,1.374895,21.10869,20.97367,20.68667,0.13502,0.287
1.24E+18,229.7670211,2.015941952,23.88523,22.67722,1.208015,21.65378,21.47924,21.13246,0.17454,0.34678
1.24E+18,229.7659557,2.012144794,24.67393,24.6831,-0.009174347,22.86868,21.86027,22.39651,1.00841,-0.53624
1.24E+18,229.7701948,2.118727384,19.72095,18.70294,1.018015,18.45193,18.3774,18.37957,0.07453,-0.00217
1.24E+18,229.7697119,2.117592811,23.57323,21.7892,1.784031,21.13343,20.78259,21.19446,0.35084,-0.41187
1.24E+18,229.768431,2.117293269,23.31325,21.66945,1.643793,21.03582,20.89949,20.60887,0.13633,0.29062
1.24E+18,229.7734208,2.116663819,25.19995,21.50403,3.695925,20.92363,20.70442,20.51372,0.21921,0.1907
1.24E+18,229.7700893,2.115050567,24.02625,21.59232,2.433933,21.03389,20.84553,20.36922,0.18836,0.47631
1.24E+18,229.7703016,2.116351428,24.15091,21.8852,2.265711,21.23202,21.03,20.78573,0.20202,0.24427
1.24E+18,229.7719594,2.115997523,24.71437,23.3085,1.405863,22.07557,21.72946,23.32313,0.34611,-1.59367
1.24E+18,229.7678531,2.116711227,24.73957,22.94197,1.797602,22.05231,21.7024,21.73875,0.34991,-0.03635
1.24E+18,229.7680366,2.008759028,19.5815,18.63288,0.9486179,18.30816,18.22855,18.23414,0.07961,-0.00559
1.24E+18,229.7670899,2.00908321,23.27246,23.6606,-0.388134,22.44765,22.08532,21.68628,0.36233,0.39904
1.24E+18,229.7689623,1.98759317,20.95757,19.92962,1.027954,19.39044,19.23457,19.12966,0.15587,0.10491
1.24E+18,229.7745366,2.111629072,19.58695,18.63541,0.9515438,18.3537,18.28069,18.20071,0.07301,0.07998
1.24E+18,229.7735075,2.11430871,21.06592,19.90619,1.159729,19.57325,19.43468,19.43244,0.13857,0.00224
1.24E+18,229.7757385,2.115411989,23.37235,22.29075,1.081604,21.54626,21.31408,21.73615,0.23218,-0.42207
1.24E+18,229.7767107,2.112461928,24.78209,23.48465,1.29744,22.22374,22.05059,20.95847,0.17315,1.09212
1.24E+18,229.7757155,2.111640367,24.81071,24.25205,0.5586548,22.57467,23.20383,21.6112,-0.62916,1.59263
1.24E+18,229.7710532,2.032503714,21.12891,19.9681,1.160814,19.5165,19.39521,19.33689,0.12129,0.05832
1.24E+18,229.7699899,2.033954151,21.57109,20.42752,1.14357,19.9505,19.88178,19.91184,0.06872,-0.03006
1.24E+18,229.772132,2.032615234,23.23058,21.52775,1.702833,20.74062,20.387,20.35226,0.35362,0.03474
1.24E+18,229.7695895,2.034484974,24.11706,22.54562,1.57144,21.49663,21.07273,21.96405,0.4239,-0.89132
1.24E+18,229.7693782,2.030725903,26.04105,24.65526,1.385788,23.54601,21.92711,21.78228,1.6189,0.14483
1.24E+18,229.7728114,2.033072978,24.27324,25.39824,-1.125006,23.3486,23.47397,22.62072,-0.12537,0.85325
1.24E+18,229.7761777,2.127072113,19.52452,18.59943,0.9250889,18.31236,18.24662,18.15112,0.06574,0.0955
1.24E+18,229.7745497,2.126043358,20.36823,19.34214,1.026091,19.05056,18.95861,18.89053,0.09195,0.06808
1.24E+18,229.7778538,2.129623186,20.03296,18.99092,1.042044,18.70037,18.61626,18.75951,0.08411,-0.14325
1.24E+18,229.7751647,2.132343199,21.00366,19.92221,1.081442,19.5981,19.47393,19.29801,0.12417,0.17592
1.24E+18,229.7769155,2.131463516,25.20633,22.35441,2.851923,21.72066,21.5865,21.34236,0.13416,0.24414
1.24E+18,229.7755046,2.11846479,19.7752,18.78282,0.992382,18.4886,18.40443,18.38912,0.08417,0.01531
1.24E+18,229.7734216,2.121846926,25.13085,20.79059,4.34026,19.60206,19.11996,18.77102,0.4821,0.34894
1.24E+18,229.7731583,2.118698569,22.45577,21.14468,1.31109,20.63245,20.48519,20.25842,0.14726,0.22677
1.24E+18,229.7728622,2.121356242,25.59499,23.19942,2.395565,22.32317,21.69629,22.28741,0.62688,-0.59112
1.24E+18,229.7744068,2.119751178,24.23849,25.40435,-1.165863,23.79245,22.49104,23.10302,1.30141,-0.61198
1.24E+18,229.7755856,2.030479509,19.43971,18.52699,0.9127235,18.20725,18.11254,18.1238,0.09471,-0.01126
1.24E+18,229.7734087,2.030487717,20.31872,19.27169,1.047026,18.96122,18.85991,18.87188,0.10131,-0.01197
1.24E+18,229.7748635,2.032839988,20.56688,19.63041,0.9364738,19.26058,19.14725,19.16584,0.11333,-0.01859
1.24E+18,229.7757538,2.029778566,21.96337,20.86264,1.100733,20.35408,20.17179,20.13221,0.18229,0.03958
1.24E+18,229.7728029,2.029289687,23.85222,22.02925,1.822968,21.13909,20.916,21.00616,0.22309,-0.09016
1.24E+18,229.7750799,2.029218951,24.06903,25.31261,-1.243576,24.33749,22.08525,21.86518,2.25224,0.22007
1.24E+18,229.7736214,2.019531928,19.3419,18.30497,1.036928,17.9533,17.85309,17.81658,0.10021,0.03651
1.24E+18,229.7751314,2.019103591,19.83959,18.85096,0.9886265,18.52618,18.4463,18.42957,0.07988,0.01673
1.24E+18,229.7724579,2.020657687,23.84361,21.6757,2.167915,20.96556,20.81828,20.93728,0.14728,-0.119
1.24E+18,229.7711959,2.019991165,23.61193,22.62206,0.9898758,21.51311,21.3168,21.05943,0.19631,0.25737
1.24E+18,229.7704028,2.021378793,25.9986,23.26901,2.729589,22.09387,22.03715,21.1321,0.05672,0.90505
1.24E+18,229.7733454,2.009343225,19.88584,18.9257,0.960144,18.60936,18.52571,18.51012,0.08365,0.01559
1.24E+18,229.7719977,2.009490272,21.21664,20.12679,1.089848,19.6836,19.51094,19.53328,0.17266,-0.02234
1.24E+18,229.7726996,1.992741015,21.22235,20.20336,1.018988,19.71138,19.60311,19.62428,0.10827,-0.02117
1.24E+18,229.773814,1.994278274,21.455,20.346,1.109005,19.84517,19.73891,19.54568,0.10626,0.19323
1.24E+18,229.7751228,2.048036521,19.59361,18.62487,0.9687366,18.32921,18.24724,18.22837,0.08197,0.01887
1.24E+18,229.7751712,2.047034045,20.37959,19.43657,0.9430237,19.09696,19.00114,19.00337,0.09582,-0.00223
1.24E+18,229.7782188,2.10965347,20.26759,19.31368,0.9539108,19.03383,18.93798,19.00458,0.09585,-0.0666
1.24E+18,229.7789192,2.11061796,24.10625,22.60732,1.498934,21.70095,21.35185,21.07744,0.3491,0.27441
1.24E+18,229.7770657,2.045246193,20.04803,19.01974,1.028294,18.6975,18.6081,18.64015,0.0894,-0.03205
1.24E+18,229.7775797,2.043860549,23.05306,22.25412,0.7989407,22.10258,21.80508,20.59753,0.2975,1.20755
1.24E+18,229.7779476,2.045020761,23.14542,21.53692,1.608492,21.00954,20.85839,20.57231,0.15115,0.28608
1.24E+18,229.7797626,2.045870767,24.709,22.00213,2.706871,21.31146,21.03156,22.47148,0.2799,-1.43992
1.24E+18,229.7741821,2.043869452,24.73821,22.25173,2.486479,21.49515,21.15816,21.1731,0.33699,-0.01494
1.24E+18,229.7754473,2.040788737,26.08923,22.83497,3.254257,21.94407,21.25323,21.59039,0.69084,-0.33716
1.24E+18,229.7796794,2.043591293,24.3082,22.99743,1.310776,22.15724,21.62179,21.21595,0.53545,0.40584
1.24E+18,229.7739909,2.037115094,24.65052,23.35744,1.293081,22.38746,21.56095,21.4535,0.82651,0.10745
1.24E+18,229.7735389,2.040617968,22.78844,23.31636,-0.527916,22.17846,21.76597,21.01941,0.41249,0.74656
1.24E+18,229.7786192,2.042846815,24.75705,24.60253,0.1545181,22.75352,22.14579,21.38723,0.60773,0.75856
1.24E+18,229.7743012,2.042792162,24.49976,24.03833,0.4614277,23.20185,22.25205,22.21315,0.9498,0.0389
1.24E+18,229.7758026,1.997787143,20.81922,19.9003,0.9189186,19.45192,19.35847,19.3228,0.09345,0.03567
1.24E+18,229.7773798,2.007091404,19.30734,18.19729,1.11005,17.71473,17.54985,17.48033,0.16488,0.06952
1.24E+18,229.7772861,2.007691348,22.43843,21.84079,0.5976448,20.98969,20.84812,20.73683,0.14157,0.11129
1.24E+18,229.7775032,2.009009042,23.95498,23.17935,0.775631,22.19932,21.70669,22.13796,0.49263,-0.43127
1.24E+18,229.779167,2.030585333,20.78073,19.80171,0.9790211,19.43123,19.30573,19.20033,0.1255,0.1054
1.24E+18,229.7798314,2.040262829,19.7382,18.83811,0.9000969,18.56196,18.46266,18.39177,0.0993,0.07089
1.24E+18,229.7819236,2.104359152,19.43518,18.473,0.9621811,18.19499,18.09306,18.1045,0.10193,-0.01144
1.24E+18,229.7824807,2.102995957,23.1737,21.13951,2.034187,20.63463,20.37446,19.98884,0.26017,0.38562
1.24E+18,229.7808116,2.104929747,23.76846,22.08676,1.681705,21.28428,20.93508,21.71141,0.3492,-0.77633
1.24E+18,229.7841892,2.102263208,24.84624,22.09622,2.750013,21.38609,21.09602,21.15194,0.29007,-0.05592
1.24E+18,229.7789453,1.995456381,20.97456,19.95337,1.021183,19.52841,19.41673,19.32853,0.11168,0.0882
1.24E+18,229.7785773,1.9939987,23.31483,21.48735,1.827475,20.89444,20.53088,20.13053,0.36356,0.40035
1.24E+18,229.7797227,1.993413253,23.65045,21.6259,2.024557,20.74411,20.68983,20.67079,0.05428,0.01904
1.24E+18,229.7777085,1.992792374,25.11281,22.64677,2.466036,21.60197,21.45919,21.99161,0.14278,-0.53242
1.24E+18,229.7791569,1.987415083,20.60173,19.59779,1.003942,19.17773,19.06785,18.97287,0.10988,0.09498
1.24E+18,229.7807179,2.034545928,20.76391,19.62815,1.135761,19.2618,19.17649,19.13903,0.08531,0.03746
1.24E+18,229.7810351,2.033511607,24.4835,22.91754,1.56596,22.3098,21.42236,21.76015,0.88744,-0.33779
1.24E+18,229.7817877,2.03593858,23.62878,22.88114,0.7476368,22.09089,21.5649,22.12047,0.52599,-0.55557
1.24E+18,229.7805617,2.036584793,25.44039,23.37288,2.067507,22.42179,21.90516,21.51268,0.51663,0.39248
1.24E+18,229.7816354,1.995577271,20.88851,19.34933,1.539185,18.6575,18.4482,18.33112,0.2093,0.11708
1.24E+18,229.7810425,1.997048077,24.8524,22.63501,2.21739,21.55906,21.3585,21.01718,0.20056,0.34132
1.24E+18,229.7821727,1.994859318,24.54115,23.57982,0.9613323,22.56409,22.18779,22.77015,0.3763,-0.58236
1.24E+18,229.7842868,2.045660632,20.53112,18.36323,2.167891,17.42613,17.10029,16.93107,0.32584,0.16922
1.24E+18,229.7854264,2.045885567,22.84707,21.31194,1.535128,20.61942,20.3252,20.14764,0.29422,0.17756
1.24E+18,229.7845407,2.006537338,25.68701,22.82141,2.865591,22.12131,21.62044,21.33714,0.50087,0.2833
1.24E+18,229.7837355,2.022070401,19.98154,18.90385,1.077696,18.59694,18.53359,18.50487,0.06335,0.02872
1.24E+18,229.786964,2.10155462,19.31248,18.33729,0.9751873,18.04928,17.94022,17.94291,0.10906,-0.00269
1.24E+18,229.7872972,2.017488158,21.20727,20.07407,1.133198,19.52032,19.58134,19.61631,-0.06102,-0.03497
1.24E+18,229.7895155,2.018152964,22.93813,21.27461,1.663521,20.52858,20.23985,20.16211,0.28873,0.07774
1.24E+18,229.7912082,2.018940135,23.44432,22.18845,1.255869,21.57316,21.20403,20.61583,0.36913,0.5882
1.24E+18,229.7864876,2.017507223,24.21683,24.0295,0.1873322,22.57435,21.4695,20.85814,1.10485,0.61136
1.24E+18,229.7882555,2.019029432,24.17505,22.73921,1.435843,21.88482,21.57868,20.68563,0.30614,0.89305
1.24E+18,229.7909811,2.035751602,19.45553,18.441,1.01453,18.14734,18.0462,18.01714,0.10114,0.02906
1.24E+18,229.7887006,2.034901128,20.61529,19.5848,1.030487,19.25249,19.16096,19.11212,0.09153,0.04884
1.24E+18,229.7907139,2.03865359,20.68851,19.68412,1.004389,19.31487,19.26785,19.18231,0.04702,0.08554
1.24E+18,229.7892679,2.033293982,20.58557,19.6982,0.887373,19.32007,19.21638,19.20682,0.10369,0.00956
1.24E+18,229.793176,2.036571142,21.40913,20.21061,1.198523,19.81193,19.6934,19.61057,0.11853,0.08283
1.24E+18,229.7896452,2.034671877,24.77486,22.40373,2.371124,20.99085,19.68146,19.02602,1.30939,0.65544
1.24E+18,229.789131,2.041298874,21.137,20.31397,0.8230362,19.92184,19.7243,19.70932,0.19754,0.01498
1.24E+18,229.7935958,2.037808906,21.50888,20.41566,1.093227,19.98701,19.86194,19.67139,0.12507,0.19055
1.24E+18,229.7911436,2.036608569,21.55466,20.4924,1.062254,20.07587,19.95281,19.80836,0.12306,0.14445
1.24E+18,229.7883381,2.031613174,24.01645,21.07669,2.939768,20.53156,20.32232,20.22208,0.20924,0.10024
1.24E+18,229.7910625,2.038069659,22.74936,21.59172,1.157639,20.7375,20.50492,20.57336,0.23258,-0.06844
1.24E+18,229.7924288,2.038925312,23.9832,21.36603,2.61717,20.78083,20.56034,20.54693,0.22049,0.01341
1.24E+18,229.7862503,2.042301707,22.94937,21.64184,1.307522,20.87082,20.62388,20.32849,0.24694,0.29539
1.24E+18,229.7884169,2.039737229,24.01025,21.5977,2.412552,20.92453,20.68753,20.73004,0.237,-0.04251
1.24E+18,229.7874006,2.032743632,24.24748,23.54823,0.6992455,22.52994,21.26298,21.2268,1.26696,0.03618
1.24E+18,229.7882308,2.042971871,25.54308,23.08549,2.457584,21.98668,21.63064,21.6382,0.35604,-0.00756
1.24E+18,229.7868928,2.035013577,24.70143,24.01332,0.6881142,22.61077,21.81897,20.94967,0.7918,0.8693
1.24E+18,229.7902004,2.034898879,23.91096,23.42536,0.4856014,22.18955,21.55224,21.57252,0.63731,-0.02028
1.24E+18,229.7858626,2.035256037,24.34263,24.09295,0.2496796,22.64235,22.23758,22.74301,0.40477,-0.50543
1.24E+18,229.7855808,2.040492914,25.09788,24.89727,0.2006073,23.88185,22.22686,22.0772,1.65499,0.14966
1.24E+18,229.7883275,2.009355821,20.63548,19.58609,1.049389,19.20626,19.11756,18.94323,0.0887,0.17433
1.24E+18,229.790348,2.055425049,21.11241,19.91679,1.19562,19.54412,19.45713,19.44281,0.08699,0.01432
1.24E+18,229.7911676,2.056750256,25.5942,21.90333,3.690878,21.13791,20.93701,20.53895,0.2009,0.39806
1.24E+18,229.7916617,2.060422151,19.13426,17.93221,1.202057,17.46218,17.26786,17.171,0.19432,0.09686
1.24E+18,229.7938332,2.062415341,19.74619,18.83221,0.9139824,18.54493,18.46599,18.41406,0.07894,0.05193
1.24E+18,229.7927103,2.06340526,21.3914,20.34396,1.047447,19.89791,19.78533,19.78094,0.11258,0.00439
1.24E+18,229.7909704,2.004107054,19.25105,18.13438,1.116674,17.67492,17.50134,17.4339,0.17358,0.06744
1.24E+18,229.7892546,2.004695634,21.90665,21.09228,0.8143654,20.49648,20.28734,20.44799,0.20914,-0.16065
1.24E+18,229.7892416,2.005581598,24.44755,24.22202,0.2255268,22.2499,21.38158,20.95718,0.86832,0.4244
1.24E+18,229.7939002,2.102535314,20.8239,19.70705,1.116846,19.39006,19.30049,19.31593,0.08957,-0.01544
1.24E+18,229.7950616,2.102788257,24.38764,22.5301,1.857546,21.59442,21.10197,21.01619,0.49245,0.08578
1.24E+18,229.7937821,2.067296807,20.45572,19.57083,0.8848858,19.24907,19.16484,19.13429,0.08423,0.03055
1.24E+18,229.7959075,2.067110258,20.80888,19.83514,0.9737377,19.48775,19.41124,19.37103,0.07651,0.04021
1.24E+18,229.7970272,2.066221827,22.28787,21.192,1.095875,20.85206,20.46862,20.36103,0.38344,0.10759
1.24E+18,229.7981257,2.066380571,23.37289,21.44695,1.925945,20.78158,20.61624,20.29526,0.16534,0.32098
1.24E+18,229.7953415,2.110872644,20.82114,19.79058,1.03056,19.47323,19.37084,19.33807,0.10239,0.03277
1.24E+18,229.7952915,2.113818011,21.07293,20.00915,1.06378,19.6879,19.54935,19.52604,0.13855,0.02331
1.24E+18,229.795633,2.11181731,23.83944,21.68502,2.154427,21.07973,20.98195,20.6078,0.09778,0.37415
1.24E+18,229.7943157,2.071373068,20.37494,19.49785,0.8770943,19.18323,19.0839,19.05711,0.09933,0.02679
1.24E+18,229.794574,2.070221301,21.57276,20.31041,1.262344,19.89864,19.75124,19.71385,0.1474,0.03739
1.24E+18,229.7955182,2.072296572,24.33683,22.67981,1.657024,22.06381,21.42466,21.1214,0.63915,0.30326
1.24E+18,229.7979971,2.107767416,19.5764,18.58263,0.9937744,18.30211,18.20788,18.17221,0.09423,0.03567
1.24E+18,229.7999687,2.107625758,21.79175,20.62567,1.166077,20.15845,20.04925,19.87962,0.1092,0.16963
1.24E+18,229.7994241,2.108426829,24.25302,22.07402,2.178997,21.3745,21.05589,21.60653,0.31861,-0.55064
1.24E+18,229.795576,2.019374971,19.80316,18.7947,1.008465,18.39771,18.37934,18.35892,0.01837,0.02042
1.24E+18,229.7970159,2.018710625,22.55452,20.83306,1.721464,19.96776,19.64909,19.43695,0.31867,0.21214
1.24E+18,229.7948036,2.019940998,21.91688,20.61515,1.301723,20.04356,19.82412,19.71133,0.21944,0.11279
1.24E+18,229.7983284,2.09882776,20.26393,19.31967,0.9442635,18.99409,18.9485,18.95512,0.04559,-0.00662
1.24E+18,229.7996104,2.101168113,22.19184,20.76803,1.423801,20.32602,20.16464,19.95977,0.16138,0.20487
1.24E+18,229.7975728,2.101422554,23.80826,21.5862,2.222065,20.6931,20.37612,20.35479,0.31698,0.02133
1.24E+18,229.7974536,2.099911829,23.9529,22.19045,1.762451,21.4363,21.14373,21.86904,0.29257,-0.72531
1.24E+18,229.7983406,2.100095366,24.7014,24.29566,0.4057426,22.43595,21.94214,21.90745,0.49381,0.03469
1.24E+18,229.7966019,2.039066516,20.59165,19.62041,0.9712467,19.29389,19.17971,19.21045,0.11418,-0.03074
1.24E+18,229.7962524,2.040315419,22.06073,20.79162,1.26911,20.24871,20.09031,20.03623,0.1584,0.05408
1.24E+18,229.7952378,2.039230525,24.29636,24.53583,-0.2394657,22.85642,22.01547,22.40749,0.84095,-0.39202
1.24E+18,229.7992918,2.085166987,20.45253,19.46312,0.9894085,19.16373,19.07223,19.03143,0.0915,0.0408
1.24E+18,229.7986785,2.043054371,20.39828,19.39614,1.002142,19.0672,18.94405,18.89091,0.12315,0.05314
1.24E+18,229.797771,2.010650609,20.62009,19.69558,0.924509,19.32932,19.2021,19.10504,0.12722,0.09706
1.24E+18,229.797559,2.009669314,23.72165,21.61673,2.104919,20.90197,20.82028,21.12473,0.08169,-0.30445
1.24E+18,229.7989009,2.012830506,23.13127,21.81605,1.315218,21.1991,20.88714,21.41324,0.31196,-0.5261
1.24E+18,229.7993069,2.010157481,23.8089,22.08488,1.724022,21.22225,21.01189,22.10513,0.21036,-1.09324
1.24E+18,229.7993658,2.011718995,24.37816,23.49566,0.8825016,22.51,21.97459,21.44599,0.53541,0.5286
1.24E+18,229.8004342,2.010238509,23.80344,24.53136,-0.7279148,22.82924,22.26693,22.03577,0.56231,0.23116
1.24E+18,229.8012326,2.03614599,19.87595,18.8597,1.016245,18.55768,18.48496,18.47231,0.07272,0.01265
1.24E+18,229.8002944,2.036801202,19.95471,18.9887,0.9660034,18.66869,18.595,18.51547,0.07369,0.07953
1.24E+18,229.7988014,2.0376121,20.02557,19.04252,0.9830494,18.73516,18.64132,18.65924,0.09384,-0.01792
1.24E+18,229.8007934,2.033998117,21.48065,20.26641,1.214239,19.73103,19.57621,19.39491,0.15482,0.1813
1.24E+18,229.8044247,2.035485556,21.55783,20.1766,1.381222,19.77704,19.64508,19.67272,0.13196,-0.02764
1.24E+18,229.7995019,2.034552963,22.32578,20.99047,1.335312,20.5879,20.56995,20.39575,0.01795,0.1742
1.24E+18,229.802438,2.034855989,25.01998,22.16729,2.852694,21.26726,20.87854,21.83929,0.38872,-0.96075
1.24E+18,229.8040184,2.037288636,23.81687,21.50301,2.313858,20.90791,20.71753,20.42821,0.19038,0.28932
1.24E+18,229.8018011,2.033761804,23.98005,21.73128,2.248762,21.27992,20.94036,20.61607,0.33956,0.32429
1.24E+18,229.8053907,2.034341655,24.4423,24.65827,-0.2159691,22.70777,21.94481,22.86078,0.76296,-0.91597
1.24E+18,229.8023558,2.035773586,23.82438,24.62591,-0.8015385,23.42686,22.34016,22.63962,1.0867,-0.29946
1.24E+18,229.8018365,2.104539888,19.7143,18.76223,0.9520721,18.50747,18.42059,18.46838,0.08688,-0.04779
1.24E+18,229.7997308,2.024195054,20.58396,19.6832,0.9007683,19.28803,19.21155,19.26665,0.07648,-0.0551
1.24E+18,229.8039166,2.025291323,20.95357,19.97742,0.9761486,19.58969,19.44954,19.50474,0.14015,-0.0552
1.24E+18,229.798813,2.024155238,21.74511,20.35259,1.392523,19.90846,19.75395,19.67942,0.15451,0.07453
1.24E+18,229.7984047,2.023710557,22.09177,22.2196,-0.1278286,21.18385,20.98404,20.68028,0.19981,0.30376
1.24E+18,229.8015598,2.025490624,21.55262,20.3578,1.194828,19.9118,19.72946,19.70249,0.18234,0.02697
1.24E+18,229.7986453,2.02207003,21.60292,20.4271,1.175819,19.97557,19.85374,20.15117,0.12183,-0.29743
1.24E+18,229.7974815,2.021283874,22.37659,21.04518,1.331408,20.47113,20.29838,20.14046,0.17275,0.15792
1.24E+18,229.8019478,2.019503067,22.41027,21.11329,1.296974,20.57546,20.42812,20.31996,0.14734,0.10816
1.24E+18,229.8006008,2.020652526,23.1332,21.39141,1.741796,20.80177,20.94396,20.41931,-0.14219,0.52465
1.24E+18,229.799667,2.021929471,23.78637,25.11405,-1.327675,24.80192,21.23317,21.52694,3.56875,-0.29377
1.24E+18,229.8015942,2.023710253,24.81219,24.5101,0.3020916,22.69646,22.12081,21.74775,0.57565,0.37306
1.24E+18,229.8010152,2.018046602,24.32345,23.12377,1.199682,22.49085,22.2583,22.09134,0.23255,0.16696
1.24E+18,229.7980264,2.025545095,25.04224,23.82209,1.220148,22.55742,22.39458,22.89935,0.16284,-0.50477
