objid,u,g,r,i,z,u-g,g-r,r-i
1.24E+18,24.49988,24.62561,22.65938,21.46807,20.80924,-0.12573,1.96623,1.19131
1.24E+18,24.45868,23.21079,22.35948,22.44539,21.26767,1.24789,0.85131,-0.08591
1.24E+18,23.42422,22.46896,21.87295,21.54694,21.13207,0.95526,0.59601,0.32601
1.24E+18,24.46759,22.73288,21.25792,20.56149,20.35173,1.73471,1.47496,0.69643
1.24E+18,22.79483,21.43891,20.95173,20.79027,20.46357,1.35592,0.48718,0.16146
1.24E+18,25.49971,24.04656,22.46129,20.55789,19.53339,1.45315,1.58527,1.9034
1.24E+18,22.75923,21.7689,21.20315,20.89848,21.58899,0.99033,0.56575,0.30467
1.24E+18,24.55936,23.43809,22.47104,21.78182,22.13218,1.12127,0.96705,0.68922
1.24E+18,22.73537,21.66084,21.18204,20.90428,20.69805,1.07453,0.4788,0.27776
1.24E+18,23.05845,21.56224,21.0387,20.82132,21.23803,1.49621,0.52354,0.21738
1.24E+18,23.41409,22.03284,21.52258,21.13462,21.14222,1.38125,0.51026,0.38796
1.24E+18,23.8169,22.47609,21.70485,21.19888,21.37162,1.34081,0.77124,0.50597
1.24E+18,25.39032,22.94588,22.07055,21.76691,21.01343,2.44444,0.87533,0.30364
1.24E+18,25.45466,22.65641,21.25699,20.67722,20.39005,2.79825,1.39942,0.57977
1.24E+18,25.00726,22.88164,22.26452,21.81249,21.44914,2.12562,0.61712,0.45203
1.24E+18,24.09648,22.68577,21.96097,21.59883,21.86912,1.41071,0.7248,0.36214
1.24E+18,25.16564,22.77536,21.96157,21.74866,23.06831,2.39028,0.81379,0.21291
1.24E+18,24.96871,21.87297,20.39944,19.43583,18.88683,3.09574,1.47353,0.96361
1.24E+18,23.11378,21.81604,21.30706,21.03002,21.18157,1.29774,0.50898,0.27704
1.24E+18,24.89294,23.12324,22.81297,22.29709,22.00428,1.7697,0.31027,0.51588
1.24E+18,22.78346,21.49275,20.97817,20.7679,21.1867,1.29071,0.51458,0.21027
1.24E+18,23.05071,21.54249,21.13524,20.84822,20.65652,1.50822,0.40725,0.28702
1.24E+18,25.67572,24.63534,22.54816,21.2547,21.01005,1.04038,2.08718,1.29346
1.24E+18,23.71639,22.56017,21.85058,21.5055,21.70958,1.15622,0.70959,0.34508
1.24E+18,23.46332,23.19725,22.56375,22.69224,22.23163,0.26607,0.6335,-0.12849
1.24E+18,24.49122,22.28162,21.60934,21.40361,21.4976,2.2096,0.67228,0.20573
1.24E+18,23.16666,22.0919,21.55989,21.36511,20.86862,1.07476,0.53201,0.19478
1.24E+18,23.11087,22.5051,21.9014,21.38638,21.35084,0.60577,0.6037,0.51502
1.24E+18,22.82754,22.06766,21.50683,21.16533,20.90705,0.75988,0.56083,0.3415
1.24E+18,24.23574,23.02521,22.40239,21.88132,21.47546,1.21053,0.62282,0.52107
1.24E+18,25.66094,23.61968,22.32542,21.76392,21.73691,2.04126,1.29426,0.5615
1.24E+18,23.34554,22.4485,21.75739,21.29433,21.08529,0.89704,0.69111,0.46306
1.24E+18,25.52251,22.93662,21.68886,20.77054,20.38242,2.58589,1.24776,0.91832
1.24E+18,23.84731,23.39992,23.22808,22.53057,21.35975,0.44739,0.17184,0.69751
1.24E+18,22.89141,21.92537,21.36669,21.07967,21.00924,0.96604,0.55868,0.28702
1.24E+18,23.45045,22.33553,22.04472,21.71394,22.83421,1.11492,0.29081,0.33078
1.24E+18,23.9084,22.35031,21.77526,21.47714,21.30782,1.55809,0.57505,0.29812
1.24E+18,24.41172,22.66725,22.07323,21.74196,22.78277,1.74447,0.59402,0.33127
1.24E+18,24.47043,21.64708,20.29202,19.60559,19.38531,2.82335,1.35506,0.68643
1.24E+18,24.51792,22.87488,21.48618,20.0311,19.33954,1.64304,1.3887,1.45508
1.24E+18,23.60411,21.98032,21.54763,21.17406,21.97554,1.62379,0.43269,0.37357
1.24E+18,23.23352,21.88005,21.31536,21.12354,20.83907,1.35347,0.56469,0.19182
1.24E+18,24.93635,24.20222,22.82473,21.72053,21.80079,0.73413,1.37749,1.1042
1.24E+18,22.93448,21.52513,20.96906,20.82204,20.5621,1.40935,0.55607,0.14702
1.24E+18,23.53657,22.52893,21.73868,21.63377,22.01874,1.00764,0.79025,0.10491
1.24E+18,23.37042,22.01205,21.39151,20.96488,20.64387,1.35837,0.62054,0.42663
1.24E+18,24.53512,25.86173,22.17266,20.94575,20.213,-1.32661,3.68907,1.22691
1.24E+18,24.95126,22.39815,21.86324,21.52833,22.08518,2.55311,0.53491,0.33491
1.24E+18,22.77186,21.78753,21.64172,21.56334,21.21557,0.98433,0.14581,0.07838
1.24E+18,25.61739,23.7513,22.57858,22.24812,22.29513,1.86609,1.17272,0.33046
1.24E+18,24.27262,22.35379,21.76268,21.4843,21.29326,1.91883,0.59111,0.27838
1.24E+18,22.78991,21.70821,21.16799,21.00084,21.1784,1.0817,0.54022,0.16715
1.24E+18,22.94221,21.91805,21.43403,21.23174,20.70702,1.02416,0.48402,0.20229
1.24E+18,23.7766,22.36595,21.76093,21.32056,21.26723,1.41065,0.60502,0.44037
1.24E+18,23.32038,22.48681,21.88033,21.66087,22.2741,0.83357,0.60648,0.21946
1.24E+18,24.22751,22.47914,21.07537,19.91402,19.33377,1.74837,1.40377,1.16135
1.24E+18,25.62413,23.5459,22.173,20.35153,19.47235,2.07823,1.3729,1.82147
1.24E+18,23.93825,22.41011,21.75928,21.44306,21.36824,1.52814,0.65083,0.31622
1.24E+18,23.17378,22.55305,21.73315,21.79402,21.62807,0.62073,0.8199,-0.06087
1.24E+18,23.11841,21.68871,20.27213,19.38381,18.8821,1.4297,1.41658,0.88832
1.24E+18,24.09851,21.37843,20.5259,20.09796,19.63708,2.72008,0.85253,0.42794
1.24E+18,24.2069,23.54429,23.8143,21.99705,21.68708,0.66261,-0.27001,1.81725
1.24E+18,24.98401,23.39265,24.04344,24.87368,23.25689,1.59136,-0.65079,-0.83024
1.24E+18,25.13249,22.43121,21.74663,21.51185,21.04744,2.70128,0.68458,0.23478
1.24E+18,23.94171,22.34618,21.62241,21.33612,21.66353,1.59553,0.72377,0.28629
1.24E+18,24.42532,21.66367,20.26225,19.37477,18.93709,2.76165,1.40142,0.88748
1.24E+18,23.51495,22.72098,22.16185,21.96091,21.14418,0.79397,0.55913,0.20094
1.24E+18,24.42768,23.12237,22.28678,21.93068,22.78937,1.30531,0.83559,0.3561
1.24E+18,24.87701,24.07707,22.72993,22.87,23.46168,0.79994,1.34714,-0.14007
1.24E+18,24.31918,21.91662,20.71878,19.59477,18.98573,2.40256,1.19784,1.12401
1.24E+18,25.25904,22.14623,21.25889,20.88117,21.04415,3.11281,0.88734,0.37772
1.24E+18,23.69388,21.8837,20.84658,20.34636,20.27862,1.81018,1.03712,0.50022
1.24E+18,23.99577,22.97054,22.93603,22.98832,22.36886,1.02523,0.03451,-0.05229
1.24E+18,24.43855,23.24746,22.3671,22.4259,22.30774,1.19109,0.88036,-0.0588
1.24E+18,23.71893,22.1931,21.47707,21.26358,21.748,1.52583,0.71603,0.21349
1.24E+18,23.4583,23.31005,23.47359,23.32323,21.83939,0.14825,-0.16354,0.15036
1.24E+18,24.6731,22.83863,21.43682,20.19475,19.62796,1.83447,1.40181,1.24207
1.24E+18,23.5844,22.23517,21.50482,21.33621,20.82191,1.34923,0.73035,0.16861
1.24E+18,25.21101,23.14335,22.16703,20.19895,19.21618,2.06766,0.97632,1.96808
1.24E+18,24.86868,23.14969,23.06499,22.78803,21.26842,1.71899,0.0847,0.27696
1.24E+18,24.35668,22.66807,21.75983,21.58414,21.49834,1.68861,0.90824,0.17569
1.24E+18,24.63858,22.17616,20.80774,19.58607,18.89608,2.46242,1.36842,1.22167
1.24E+18,25.54072,24.97395,23.34211,21.90336,22.16348,0.56677,1.63184,1.43875
1.24E+18,23.67912,22.47641,21.81192,21.35993,21.60954,1.20271,0.66449,0.45199
1.24E+18,25.58227,23.8628,22.71171,22.67063,22.55092,1.71947,1.15109,0.04108
1.24E+18,24.35242,23.26601,22.17666,21.66549,21.12682,1.08641,1.08935,0.51117
1.24E+18,24.54716,23.35043,22.5113,21.74133,22.28643,1.19673,0.83913,0.76997
1.24E+18,25.05081,23.46009,22.41662,22.19552,22.38345,1.59072,1.04347,0.2211
1.24E+18,23.8693,23.70349,22.58619,22.3454,21.72734,0.16581,1.1173,0.24079
1.24E+18,22.97569,23.12761,22.81292,22.92147,22.00243,-0.15192,0.31469,-0.10855
1.24E+18,24.98892,23.494,22.01844,22.7097,21.40515,1.49492,1.47556,-0.69126
1.24E+18,22.98046,23.97911,22.46102,22.16652,22.29737,-0.99865,1.51809,0.2945
1.24E+18,24.77272,24.34939,22.85336,22.11092,21.73233,0.42333,1.49603,0.74244
1.24E+18,23.14338,23.23368,22.46899,22.21984,22.04405,-0.0903,0.76469,0.24915
1.24E+18,24.31766,24.71701,22.80783,22.63648,23.32977,-0.39935,1.90918,0.17135
1.24E+18,25.16199,24.49238,22.79444,21.80731,21.33691,0.66961,1.69794,0.98713
1.24E+18,25.63316,23.81514,22.95959,22.17473,22.16167,1.81802,0.85555,0.78486
1.24E+18,24.40069,23.79631,22.72758,22.08786,21.65359,0.60438,1.06873,0.63972
1.24E+18,23.86446,23.73107,22.35317,21.77541,21.19096,0.13339,1.3779,0.57776
1.24E+18,23.95942,23.37188,22.60524,22.00647,21.42007,0.58754,0.76664,0.59877
1.24E+18,24.75327,25.31248,22.93501,24.09421,22.13848,-0.55921,2.37747,-1.1592
1.24E+18,25.36579,23.88317,22.50071,22.28049,22.16858,1.48262,1.38246,0.22022
1.24E+18,25.1583,23.72638,22.62666,22.37325,22.68926,1.43192,1.09972,0.25341
1.24E+18,25.02573,23.7567,22.48096,21.37965,20.76586,1.26903,1.27574,1.10131
1.24E+18,23.20956,23.84961,22.67529,22.20715,22.30774,-0.64005,1.17432,0.46814
1.24E+18,24.17319,23.71405,21.79366,20.30202,19.51865,0.45914,1.92039,1.49164
1.24E+18,24.21644,24.062,22.92469,22.78603,22.23681,0.15444,1.13731,0.13866
1.24E+18,23.74284,23.42791,22.35374,22.0714,21.54004,0.31493,1.07417,0.28234
1.24E+18,24.00541,22.91125,22.26486,22.10711,22.0903,1.09416,0.64639,0.15775
1.24E+18,24.18836,23.3045,22.35786,21.99285,22.3137,0.88386,0.94664,0.36501
1.24E+18,25.35741,23.71864,22.61145,22.06688,21.30156,1.63877,1.10719,0.54457
1.24E+18,24.13501,23.88444,23.13531,22.26206,22.58057,0.25057,0.74913,0.87325
1.24E+18,24.11105,23.47214,22.97506,22.62126,22.77559,0.63891,0.49708,0.3538
1.24E+18,25.36241,23.70845,22.11197,20.52497,19.67204,1.65396,1.59648,1.587
1.24E+18,24.92466,24.44816,22.59842,22.61233,22.3264,0.4765,1.84974,-0.01391
1.24E+18,24.72975,23.58138,22.73503,22.33955,21.588,1.14837,0.84635,0.39548
1.24E+18,23.80067,23.82637,22.64349,21.75594,21.83199,-0.0257,1.18288,0.88755
1.24E+18,24.11793,24.93953,24.22122,22.14574,21.33611,-0.8216,0.71831,2.07548
1.24E+18,24.4333,23.40426,22.5198,21.95148,21.40238,1.02904,0.88446,0.56832
1.24E+18,23.26561,23.35203,22.49776,22.41215,20.99569,-0.08642,0.85427,0.08561
1.24E+18,23.94472,23.72748,22.59456,22.49707,21.16204,0.21724,1.13292,0.09749
1.24E+18,24.83367,24.27312,22.87544,22.45434,22.21968,0.56055,1.39768,0.4211
1.24E+18,23.12634,23.72745,22.73382,22.90514,23.1342,-0.60111,0.99363,-0.17132
1.24E+18,25.13128,24.07355,22.61567,22.18934,21.86272,1.05773,1.45788,0.42633
1.24E+18,25.5133,24.0785,22.43492,21.87219,21.65134,1.4348,1.64358,0.56273
1.24E+18,23.50531,24.34813,23.06244,22.80249,22.26123,-0.84282,1.28569,0.25995
1.24E+18,24.14476,23.37782,22.47152,22.31242,21.74838,0.76694,0.9063,0.1591
1.24E+18,23.80969,24.59084,22.57636,22.6729,21.94577,-0.78115,2.01448,-0.09654
1.24E+18,25.22464,24.55411,22.83119,22.76831,22.13425,0.67053,1.72292,0.06288
1.24E+18,23.06606,23.74578,22.65754,21.80833,22.12737,-0.67972,1.08824,0.84921
1.24E+18,25.8709,23.49831,22.49323,22.09679,22.24089,2.37259,1.00508,0.39644
1.24E+18,23.47159,23.55783,22.79376,23.90431,21.794,-0.08624,0.76407,-1.11055
1.24E+18,25.65137,23.8172,22.79581,22.69857,23.11146,1.83417,1.02139,0.09724
1.24E+18,23.27339,23.40472,22.1649,20.51957,19.77366,-0.13133,1.23982,1.64533
1.24E+18,25.58743,23.71545,22.31972,21.10725,20.56642,1.87198,1.39573,1.21247
1.24E+18,23.23193,23.561,22.12862,22.19916,21.4987,-0.32907,1.43238,-0.07054
1.24E+18,24.67451,23.59282,22.89137,22.73661,21.91746,1.08169,0.70145,0.15476
1.24E+18,24.5975,23.17214,22.27479,21.95836,21.85682,1.42536,0.89735,0.31643
1.24E+18,24.14138,23.39921,22.43966,22.06001,21.69214,0.74217,0.95955,0.37965
1.24E+18,24.2414,23.77072,23.33716,21.98882,21.72438,0.47068,0.43356,1.34834
1.24E+18,24.15012,24.60032,24.00451,22.1622,21.44692,-0.4502,0.59581,1.84231
1.24E+18,24.20295,25.06933,23.45061,22.01165,23.29886,-0.86638,1.61872,1.43896
1.24E+18,23.67504,23.92372,23.42857,22.26746,21.27146,-0.24868,0.49515,1.16111
1.24E+18,23.83713,24.27858,23.46619,21.93652,21.22873,-0.44145,0.81239,1.52967
1.24E+18,24.41553,24.46941,23.09787,22.06212,22.04233,-0.05388,1.37154,1.03575
1.24E+18,24.65872,24.87031,23.19851,21.75665,21.31085,-0.21159,1.6718,1.44186
1.24E+18,24.66569,23.97334,23.11201,21.50636,20.97713,0.69235,0.86133,1.60565
1.24E+18,25.0774,24.40603,22.93468,22.13578,23.18481,0.67137,1.47135,0.7989
1.24E+18,25.67852,24.46083,23.63751,22.1716,21.32797,1.21769,0.82332,1.46591
1.24E+18,24.14375,24.43877,24.37989,21.98816,21.24062,-0.29502,0.05888,2.39173
1.24E+18,25.30115,25.1953,24.0188,22.14043,21.31675,0.10585,1.1765,1.87837
1.24E+18,24.1916,24.22627,23.04761,21.73311,21.69394,-0.03467,1.17866,1.3145
