#NUMBER OF AGES= 1 MAGS= 5
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2452 9.7097E-05 9.7097E-05  -2.32   0.00 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)
#----------------------------------------------------       
#AGE= 1.000 EEPS=269
#EEP   M/Mo    LogTeff  LogG   LogL/Lo sdss_u  sdss_g  sdss_r  sdss_i  sdss_z
  23  0.481568  3.6583  4.8856 -1.1784 10.4671  8.6845  7.8257  7.4844  7.2990
  24  0.492180  3.6622  4.8741 -1.1417 10.2965  8.5603  7.7223  7.3903  7.2111
  25  0.503955  3.6670  4.8622 -1.1006 10.0992  8.4188  7.6059  7.2849  7.1134
  26  0.514163  3.6714  4.8525 -1.0645  9.9226  8.2941  7.5039  7.1930  7.0285
  27  0.522574  3.6752  4.8448 -1.0346  9.7746  8.1907  7.4197  7.1173  6.9587
  28  0.530784  3.6790  4.8375 -1.0054  9.6290  8.0899  7.3378  7.0437  6.8911
  29  0.540485  3.6835  4.8294 -0.9712  9.4567  7.9716  7.2423  6.9582  6.8126
  30  0.553746  3.6898  4.8190 -0.9249  9.2248  7.8127  7.1140  6.8436  6.7075
  31  0.570980  3.6985  4.8064 -0.8643  8.9248  7.6063  6.9479  6.6958  6.5724
  32  0.592053  3.7094  4.7921 -0.7907  8.5664  7.3592  6.7499  6.5197  6.4117
  33  0.615885  3.7214  4.7765 -0.7100  8.1938  7.0958  6.5382  6.3308  6.2390
  34  0.646084  3.7362  4.7575 -0.6110  7.7697  6.7839  6.2844  6.1035  6.0304
  35  0.717721  3.7686  4.7130 -0.3913  6.9430  6.1244  5.7400  5.6142  5.5806
  36  0.888073  3.8309  4.6093  0.0541  5.6120  4.8693  4.6704  4.6405  4.6803
  37  0.907012  3.8372  4.5990  0.0987  5.4967  4.7451  4.5639  4.5438  4.5912
  38  0.928086  3.8442  4.5889  0.1468  5.3749  4.6106  4.4478  4.4384  4.4945
  39  0.951375  3.8520  4.5787  0.1987  5.2459  4.4644  4.3221  4.3247  4.3907
  40  0.975671  3.8601  4.5689  0.2522  5.1150  4.3138  4.1928  4.2080  4.2846
  41  1.000490  3.8686  4.5605  0.3056  4.9876  4.1627  4.0640  4.0929  4.1805
  42  1.027218  3.8783  4.5545  0.3617  4.8641  4.0025  3.9326  3.9785  4.0796
  43  1.050685  3.8873  4.5520  0.4098  4.7473  3.8651  3.8166  3.8766  3.9891
  44  1.069286  3.8949  4.5525  0.4473  4.6540  3.7580  3.7266  3.7984  3.9205
  45  1.086059  3.9019  4.5543  0.4805  4.5766  3.6627  3.6499  3.7338  3.8651
  46  1.102546  3.9088  4.5561  0.5129  4.5009  3.5713  3.5761  3.6719  3.8119
  47  1.119087  3.9156  4.5578  0.5449  4.4245  3.4817  3.5034  3.6109  3.7594
  48  1.135073  3.9221  4.5595  0.5755  4.3509  3.3981  3.4355  3.5539  3.7107
  49  1.149943  3.9281  4.5608  0.6037  4.2850  3.3232  3.3766  3.5047  3.6676
  50  1.163520  3.9335  4.5619  0.6292  4.2273  3.2581  3.3268  3.4631  3.6304
  51  1.176239  3.9384  4.5627  0.6529  4.1744  3.1998  3.2829  3.4262  3.5969
  52  1.185077  3.9418  4.5633  0.6693  4.1377  3.1607  3.2533  3.4013  3.5742
  53  1.194037  3.9453  4.5638  0.6858  4.1006  3.1220  3.2238  3.3763  3.5513
  54  1.203150  3.9488  4.5642  0.7026  4.0626  3.0838  3.1943  3.3512  3.5283
  55  1.212393  3.9523  4.5646  0.7196  4.0240  3.0460  3.1648  3.3261  3.5051
  56  1.221629  3.9558  4.5649  0.7364  3.9850  3.0089  3.1355  3.3009  3.4820
  57  1.230757  3.9592  4.5652  0.7530  3.9464  2.9730  3.1068  3.2762  3.4593
  58  1.239697  3.9625  4.5654  0.7693  3.9082  2.9386  3.0789  3.2521  3.4371
  59  1.248398  3.9657  4.5656  0.7851  3.8711  2.9058  3.0522  3.2290  3.4157
  60  1.256839  3.9689  4.5657  0.8003  3.8351  2.8746  3.0266  3.2066  3.3951
  61  1.265051  3.9718  4.5657  0.8152  3.8000  2.8447  3.0019  3.1851  3.3752
  62  1.273102  3.9748  4.5657  0.8298  3.7656  2.8159  2.9781  3.1641  3.3558
  63  1.281043  3.9777  4.5656  0.8441  3.7317  2.7879  2.9548  3.1435  3.3368
  64  1.288919  3.9806  4.5655  0.8583  3.6980  2.7606  2.9319  3.1233  3.3180
  65  1.296777  3.9834  4.5654  0.8725  3.6645  2.7338  2.9094  3.1032  3.2995
  66  1.304562  3.9862  4.5653  0.8866  3.6312  2.7075  2.8872  3.0834  3.2810
  67  1.312019  3.9890  4.5650  0.9002  3.5992  2.6826  2.8661  3.0644  3.2634
  68  1.319157  3.9916  4.5648  0.9133  3.5683  2.6588  2.8459  3.0463  3.2463
  69  1.326057  3.9941  4.5644  0.9260  3.5382  2.6360  2.8263  3.0286  3.2296
  70  1.332864  3.9967  4.5640  0.9386  3.5085  2.6136  2.8071  3.0113  3.2133
  71  1.339897  3.9992  4.5636  0.9515  3.4782  2.5910  2.7877  2.9936  3.1966
  72  1.348262  4.0022  4.5634  0.9663  3.4432  2.5652  2.7655  2.9735  3.1775
  73  1.382324  4.0135  4.5602  1.0259  3.3033  2.4630  2.6760  2.8911  3.0989
  74  1.387574  4.0155  4.5594  1.0362  3.2791  2.4454  2.6605  2.8768  3.0852
  75  1.392922  4.0175  4.5585  1.0466  3.2549  2.4279  2.6451  2.8625  3.0716
  76  1.398777  4.0196  4.5578  1.0575  3.2295  2.4097  2.6290  2.8476  3.0574
  77  1.406190  4.0220  4.5571  1.0704  3.1997  2.3884  2.6101  2.8301  3.0406
  78  1.451068  4.0333  4.5391  1.1466  3.0221  2.2518  2.4826  2.7080  2.9221
  79  1.463295  4.0363  4.5324  1.1685  2.9707  2.2108  2.4441  2.6709  2.8859
  80  1.473006  4.0386  4.5272  1.1856  2.9302  2.1786  2.4139  2.6418  2.8574
  81  1.480860  4.0404  4.5230  1.1995  2.8974  2.1525  2.3893  2.6182  2.8344
  82  1.487079  4.0421  4.5205  1.2108  2.8709  2.1322  2.3706  2.6004  2.8171
  83  1.492962  4.0438  4.5179  1.2217  2.8456  2.1127  2.3525  2.5831  2.8004
  84  1.498571  4.0453  4.5154  1.2321  2.8211  2.0938  2.3349  2.5663  2.7841
  85  1.503947  4.0468  4.5126  1.2422  2.7974  2.0755  2.3178  2.5499  2.7681
  86  1.509139  4.0481  4.5099  1.2520  2.7744  2.0575  2.3009  2.5337  2.7524
  87  1.514184  4.0494  4.5070  1.2615  2.7519  2.0398  2.2843  2.5177  2.7368
  88  1.519128  4.0507  4.5041  1.2709  2.7298  2.0222  2.2677  2.5019  2.7212
  89  1.524002  4.0519  4.5010  1.2802  2.7079  2.0048  2.2512  2.4859  2.7056
  90  1.528818  4.0531  4.4978  1.2895  2.6862  1.9874  2.2347  2.4699  2.6899
  91  1.533598  4.0542  4.4945  1.2986  2.6646  1.9699  2.2181  2.4539  2.6741
  92  1.538363  4.0552  4.4910  1.3076  2.6431  1.9524  2.2014  2.4376  2.6582
  93  1.543120  4.0562  4.4873  1.3167  2.6217  1.9347  2.1845  2.4212  2.6420
  94  1.547854  4.0572  4.4835  1.3257  2.6003  1.9170  2.1674  2.4047  2.6257
  95  1.552530  4.0581  4.4797  1.3346  2.5792  1.8994  2.1505  2.3881  2.6093
  96  1.557138  4.0590  4.4757  1.3433  2.5583  1.8817  2.1335  2.3715  2.5930
  97  1.561598  4.0598  4.4716  1.3519  2.5380  1.8644  2.1167  2.3551  2.5768
  98  1.565776  4.0605  4.4674  1.3600  2.5185  1.8476  2.1004  2.3391  2.5609
  99  1.569739  4.0611  4.4632  1.3678  2.4997  1.8311  2.0844  2.3234  2.5453
 100  1.573570  4.0617  4.4589  1.3755  2.4813  1.8149  2.0685  2.3078  2.5298
 101  1.577343  4.0623  4.4546  1.3831  2.4631  1.7987  2.0527  2.2922  2.5144
 102  1.581136  4.0628  4.4502  1.3906  2.4448  1.7825  2.0369  2.2766  2.4988
 103  1.585036  4.0633  4.4458  1.3983  2.4263  1.7661  2.0208  2.2609  2.4832
 104  1.589128  4.0639  4.4414  1.4062  2.4074  1.7495  2.0045  2.2449  2.4674
 105  1.593473  4.0646  4.4372  1.4144  2.3879  1.7324  1.9879  2.2285  2.4512
 106  1.598090  4.0654  4.4329  1.4231  2.3673  1.7148  1.9708  2.2118  2.4347
 107  1.602963  4.0663  4.4288  1.4323  2.3457  1.6967  1.9533  2.1947  2.4178
 108  1.608299  4.0676  4.4250  1.4425  2.3218  1.6773  1.9346  2.1765  2.4000
 109  1.613804  4.0691  4.4215  1.4539  2.2959  1.6572  1.9155  2.1580  2.3821
 110  1.618872  4.0710  4.4189  1.4652  2.2704  1.6383  1.8977  2.1409  2.3657
 111  1.623425  4.0730  4.4173  1.4760  2.2465  1.6216  1.8822  2.1261  2.3517
 112  1.626206  4.0739  4.4156  1.4823  2.2323  1.6108  1.8720  2.1162  2.3421
 113  1.628850  4.0748  4.4139  1.4883  2.2187  1.6005  1.8622  2.1068  2.3329
 114  1.631336  4.0757  4.4122  1.4940  2.2059  1.5906  1.8527  2.0976  2.3241
 115  1.633659  4.0764  4.4106  1.4993  2.1939  1.5814  1.8440  2.0892  2.3159
 116  1.635819  4.0771  4.4093  1.5043  2.1828  1.5729  1.8360  2.0814  2.3084
 117  1.637810  4.0778  4.4078  1.5088  2.1725  1.5650  1.8284  2.0741  2.3013
 118  1.639641  4.0785  4.4066  1.5130  2.1630  1.5576  1.8214  2.0673  2.2947
 119  1.641332  4.0791  4.4054  1.5171  2.1539  1.5507  1.8148  2.0610  2.2887
 120  1.642909  4.0796  4.4043  1.5209  2.1453  1.5442  1.8086  2.0549  2.2829
 121  1.644397  4.0802  4.4032  1.5246  2.1370  1.5377  1.8025  2.0490  2.2772
 122  1.645819  4.0807  4.4021  1.5282  2.1288  1.5316  1.7966  2.0434  2.2717
 123  1.647194  4.0813  4.4011  1.5318  2.1207  1.5254  1.7908  2.0377  2.2663
 124  1.648536  4.0818  4.4002  1.5354  2.1127  1.5194  1.7851  2.0323  2.2610
 125  1.649857  4.0824  4.3993  1.5390  2.1046  1.5135  1.7795  2.0268  2.2559
 126  1.651165  4.0830  4.3984  1.5427  2.0965  1.5075  1.7739  2.0215  2.2508
 127  1.652465  4.0837  4.3976  1.5463  2.0884  1.5016  1.7684  2.0161  2.2457
 128  1.653768  4.0843  4.3969  1.5501  2.0802  1.4957  1.7628  2.0108  2.2406
 129  1.655079  4.0850  4.3961  1.5539  2.0717  1.4897  1.7572  2.0055  2.2356
 130  1.656403  4.0858  4.3955  1.5579  2.0630  1.4836  1.7515  2.0001  2.2304
 131  1.657739  4.0865  4.3947  1.5620  2.0542  1.4774  1.7457  1.9945  2.2252
 132  1.659086  4.0872  4.3940  1.5661  2.0451  1.4711  1.7398  1.9888  2.2199
 133  1.660445  4.0880  4.3932  1.5704  2.0357  1.4645  1.7337  1.9830  2.2143
 134  1.661815  4.0889  4.3924  1.5748  2.0261  1.4577  1.7273  1.9769  2.2086
 135  1.663193  4.0896  4.3915  1.5794  2.0162  1.4507  1.7207  1.9706  2.2026
 136  1.664577  4.0905  4.3905  1.5840  2.0061  1.4433  1.7138  1.9640  2.1963
 137  1.665960  4.0913  4.3893  1.5888  1.9955  1.4356  1.7065  1.9570  2.1896
 138  1.667342  4.0920  4.3878  1.5937  1.9847  1.4275  1.6988  1.9494  2.1825
 139  1.668715  4.0928  4.3861  1.5985  1.9737  1.4189  1.6906  1.9415  2.1748
 140  1.670080  4.0934  4.3842  1.6035  1.9623  1.4099  1.6820  1.9332  2.1668
 141  1.671429  4.0941  4.3820  1.6086  1.9508  1.4006  1.6730  1.9244  2.1582
 142  1.672762  4.0947  4.3795  1.6137  1.9391  1.3908  1.6635  1.9152  2.1492
 143  1.674058  4.0951  4.3767  1.6189  1.9272  1.3807  1.6536  1.9055  2.1396
 144  1.675327  4.0951  4.3726  1.6233  1.9159  1.3695  1.6424  1.8943  2.1285
 145  1.676537  4.0945  4.3674  1.6263  1.9070  1.3586  1.6312  1.8830  2.1168
 146  1.677703  4.0934  4.3610  1.6289  1.8982  1.3466  1.6185  1.8701  2.1033
 147  1.678828  4.0923  4.3528  1.6326  1.8866  1.3310  1.6023  1.8535  2.0862
 148  1.679905  4.0914  4.3454  1.6369  1.8740  1.3156  1.5864  1.8375  2.0697
 149  1.680940  4.0908  4.3385  1.6416  1.8609  1.3006  1.5711  1.8219  2.0538
 150  1.681935  4.0903  4.3321  1.6463  1.8481  1.2862  1.5564  1.8072  2.0387
 151  1.682895  4.0898  4.3258  1.6508  1.8356  1.2721  1.5419  1.7927  2.0239
 152  1.683820  4.0893  4.3193  1.6553  1.8231  1.2579  1.5275  1.7781  2.0090
 153  1.684716  4.0887  4.3128  1.6597  1.8109  1.2438  1.5130  1.7635  1.9940
 154  1.685584  4.0880  4.3061  1.6639  1.7989  1.2296  1.4985  1.7487  1.9789
 155  1.686427  4.0872  4.2993  1.6681  1.7870  1.2154  1.4838  1.7341  1.9638
 156  1.687248  4.0866  4.2925  1.6721  1.7755  1.2014  1.4694  1.7194  1.9487
 157  1.688045  4.0858  4.2857  1.6759  1.7643  1.1876  1.4551  1.7049  1.9338
 158  1.688823  4.0849  4.2790  1.6796  1.7535  1.1741  1.4412  1.6908  1.9192
 159  1.689583  4.0841  4.2725  1.6831  1.7431  1.1611  1.4276  1.6771  1.9051
 160  1.690322  4.0833  4.2661  1.6864  1.7331  1.1485  1.4146  1.6638  1.8913
 161  1.691043  4.0825  4.2599  1.6897  1.7234  1.1362  1.4019  1.6509  1.8780
 162  1.691897  4.0814  4.2517  1.6936  1.7115  1.1205  1.3855  1.6343  1.8607
 163  1.692764  4.0802  4.2434  1.6975  1.6995  1.1045  1.3689  1.6175  1.8432
 164  1.693644  4.0790  4.2349  1.7015  1.6874  1.0884  1.3522  1.6004  1.8256
 165  1.694531  4.0779  4.2262  1.7054  1.6751  1.0720  1.3350  1.5828  1.8073
 166  1.695423  4.0765  4.2171  1.7095  1.6625  1.0549  1.3171  1.5647  1.7884
 167  1.696315  4.0751  4.2076  1.7136  1.6495  1.0371  1.2986  1.5458  1.7688
 168  1.697208  4.0735  4.1975  1.7178  1.6362  1.0186  1.2792  1.5260  1.7481
 169  1.698096  4.0719  4.1867  1.7221  1.6225  0.9991  1.2588  1.5051  1.7264
 170  1.698977  4.0700  4.1753  1.7265  1.6083  0.9787  1.2373  1.4832  1.7034
 171  1.699848  4.0681  4.1631  1.7309  1.5938  0.9572  1.2147  1.4599  1.6792
 172  1.700705  4.0659  4.1500  1.7353  1.5788  0.9346  1.1908  1.4354  1.6535
 173  1.701546  4.0635  4.1361  1.7398  1.5633  0.9107  1.1656  1.4096  1.6263
 174  1.702365  4.0608  4.1211  1.7444  1.5476  0.8857  1.1391  1.3823  1.5975
 175  1.703160  4.0579  4.1053  1.7489  1.5315  0.8595  1.1112  1.3537  1.5673
 176  1.703927  4.0548  4.0884  1.7535  1.5152  0.8321  1.0820  1.3235  1.5355
 177  1.704661  4.0514  4.0706  1.7580  1.4987  0.8036  1.0516  1.2921  1.5021
 178  1.705361  4.0478  4.0517  1.7624  1.4823  0.7740  1.0199  1.2592  1.4673
 179  1.706024  4.0438  4.0319  1.7668  1.4660  0.7435  0.9871  1.2252  1.4312
 180  1.706649  4.0397  4.0112  1.7710  1.4500  0.7122  0.9533  1.1900  1.3938
 181  1.707238  4.0353  3.9896  1.7752  1.4342  0.6801  0.9187  1.1538  1.3552
 182  1.707543  4.0326  3.9768  1.7773  1.4258  0.6617  0.8986  1.1328  1.3327
 183  1.707846  4.0298  3.9634  1.7795  1.4174  0.6427  0.8779  1.1109  1.3093
 184  1.708146  4.0268  3.9494  1.7818  1.4089  0.6232  0.8563  1.0882  1.2850
 185  1.708444  4.0237  3.9347  1.7840  1.4005  0.6029  0.8341  1.0647  1.2598
 186  1.708738  4.0204  3.9195  1.7862  1.3922  0.5821  0.8111  1.0404  1.2336
 187  1.709030  4.0169  3.9034  1.7883  1.3840  0.5608  0.7873  1.0150  1.2064
 188  1.709319  4.0132  3.8867  1.7905  1.3760  0.5388  0.7628  0.9890  1.1782
 189  1.709603  4.0094  3.8692  1.7927  1.3682  0.5165  0.7377  0.9620  1.1490
 190  1.709883  4.0054  3.8510  1.7948  1.3608  0.4937  0.7119  0.9342  1.1189
 191  1.710160  4.0011  3.8320  1.7969  1.3538  0.4706  0.6854  0.9057  1.0879
 192  1.710431  3.9967  3.8124  1.7989  1.3475  0.4473  0.6586  0.8764  1.0562
 193  1.710698  3.9921  3.7920  1.8009  1.3417  0.4241  0.6313  0.8465  1.0238
 194  1.710960  3.9873  3.7708  1.8028  1.3365  0.4009  0.6037  0.8159  0.9905
 195  1.711216  3.9822  3.7489  1.8047  1.3318  0.3780  0.5760  0.7850  0.9566
 196  1.711468  3.9770  3.7264  1.8064  1.3275  0.3557  0.5484  0.7538  0.9221
 197  1.711714  3.9716  3.7032  1.8081  1.3238  0.3341  0.5209  0.7223  0.8870
 198  1.711954  3.9661  3.6793  1.8097  1.3208  0.3135  0.4936  0.6906  0.8516
 199  1.712188  3.9603  3.6548  1.8113  1.3186  0.2941  0.4669  0.6590  0.8163
 200  1.712416  3.9544  3.6298  1.8126  1.3170  0.2766  0.4406  0.6270  0.7806
 201  1.712638  3.9483  3.6041  1.8139  1.3151  0.2624  0.4142  0.5940  0.7438
 202  1.712853  3.9420  3.5780  1.8151  1.3139  0.2508  0.3890  0.5615  0.7072
 203  1.713064  3.9356  3.5514  1.8161  1.3141  0.2409  0.3661  0.5310  0.6722
 204  1.713267  3.9291  3.5245  1.8171  1.3152  0.2330  0.3454  0.5020  0.6381
 205  1.713465  3.9224  3.4970  1.8179  1.3169  0.2273  0.3263  0.4740  0.6048
 206  1.713657  3.9156  3.4693  1.8186  1.3193  0.2238  0.3088  0.4472  0.5725
 207  1.713843  3.9088  3.4413  1.8192  1.3220  0.2229  0.2929  0.4213  0.5408
 208  1.714023  3.9018  3.4129  1.8196  1.3246  0.2257  0.2784  0.3959  0.5094
 209  1.714197  3.8947  3.3842  1.8199  1.3269  0.2332  0.2644  0.3700  0.4775
 210  1.714366  3.8875  3.3553  1.8201  1.3296  0.2438  0.2518  0.3451  0.4462
 211  1.714529  3.8802  3.3262  1.8202  1.3325  0.2555  0.2419  0.3229  0.4174
 212  1.714690  3.8741  3.3018  1.8201  1.3411  0.2663  0.2377  0.3087  0.3970
 213  1.714848  3.8666  3.2721  1.8198  1.3480  0.2819  0.2321  0.2900  0.3707
 214  1.715004  3.8591  3.2425  1.8194  1.3563  0.2992  0.2281  0.2726  0.3455
 215  1.715159  3.8515  3.2131  1.8186  1.3620  0.3196  0.2249  0.2556  0.3205
 216  1.715311  3.8441  3.1844  1.8177  1.3713  0.3401  0.2239  0.2414  0.2983
 217  1.715332  3.8432  3.1809  1.8175  1.3729  0.3429  0.2240  0.2399  0.2957
 218  1.715352  3.8423  3.1775  1.8174  1.3744  0.3456  0.2242  0.2385  0.2934
 219  1.715372  3.8414  3.1741  1.8172  1.3760  0.3483  0.2243  0.2371  0.2911
 220  1.715392  3.8406  3.1709  1.8170  1.3776  0.3510  0.2245  0.2358  0.2887
 221  1.715413  3.8397  3.1676  1.8168  1.3792  0.3538  0.2248  0.2344  0.2864
 222  1.715433  3.8388  3.1642  1.8166  1.3809  0.3566  0.2249  0.2330  0.2841
 223  1.715453  3.8379  3.1608  1.8165  1.3825  0.3595  0.2251  0.2317  0.2817
 224  1.715474  3.8370  3.1573  1.8163  1.3842  0.3624  0.2254  0.2303  0.2792
 225  1.715494  3.8360  3.1538  1.8161  1.3860  0.3654  0.2256  0.2289  0.2768
 226  1.715514  3.8351  3.1503  1.8158  1.3877  0.3684  0.2259  0.2275  0.2744
 227  1.715729  3.8247  3.1112  1.8135  1.4054  0.4014  0.2293  0.2128  0.2482
 228  1.715946  3.8145  3.0739  1.8098  1.4307  0.4395  0.2380  0.2038  0.2272
 229  1.716316  3.7968  3.0088  1.8042  1.4702  0.5055  0.2514  0.1868  0.1893
 230  1.716532  3.7880  2.9788  1.7991  1.5039  0.5460  0.2641  0.1843  0.1763
 231  1.716887  3.7767  2.9397  1.7933  1.5495  0.5966  0.2796  0.1807  0.1591
 232  1.717144  3.7702  2.9191  1.7878  1.5880  0.6328  0.2949  0.1850  0.1553
 233  1.717493  3.7624  2.8937  1.7821  1.6318  0.6737  0.3113  0.1883  0.1490
 234  1.717872  3.7556  2.8713  1.7774  1.6729  0.7097  0.3244  0.1900  0.1424
 235  1.718279  3.7499  2.8499  1.7762  1.7081  0.7344  0.3277  0.1832  0.1285
 236  1.718650  3.7461  2.8305  1.7803  1.7214  0.7390  0.3191  0.1680  0.1084
 237  1.719077  3.7429  2.8073  1.7912  1.7150  0.7236  0.2932  0.1368  0.0733
 238  1.719471  3.7408  2.7863  1.8037  1.6992  0.7005  0.2628  0.1029  0.0367
 239  1.719902  3.7390  2.7634  1.8194  1.6743  0.6684  0.2245  0.0614 -0.0070
 240  1.720440  3.7372  2.7361  1.8394  1.6400  0.6257  0.1752  0.0090 -0.0618
 241  1.720875  3.7359  2.7142  1.8563  1.6096  0.5888  0.1336 -0.0349 -0.1074
 242  1.721299  3.7347  2.6929  1.8731  1.5785  0.5514  0.0919 -0.0785 -0.1525
 243  1.721846  3.7334  2.6654  1.8953  1.5360  0.5012  0.0366 -0.1362 -0.2119
 244  1.722270  3.7324  2.6448  1.9121  1.5040  0.4633 -0.0051 -0.1797 -0.2566
 245  1.722713  3.7314  2.6231  1.9302  1.4691  0.4225 -0.0498 -0.2262 -0.3044
 246  1.723190  3.7305  2.6000  1.9495  1.4316  0.3786 -0.0975 -0.2758 -0.3553
 247  1.723726  3.7294  2.5734  1.9719  1.3867  0.3268 -0.1533 -0.3334 -0.4143
 248  1.724175  3.7285  2.5513  1.9906  1.3496  0.2839 -0.1997 -0.3814 -0.4634
 249  1.724605  3.7277  2.5300  2.0089  1.3132  0.2419 -0.2449 -0.4281 -0.5111
 250  1.725137  3.7267  2.5033  2.0318  1.2668  0.1888 -0.3019 -0.4868 -0.5711
 251  1.725578  3.7258  2.4807  2.0510  1.2289  0.1448 -0.3493 -0.5357 -0.6212
 252  1.725990  3.7250  2.4596  2.0689  1.1933  0.1034 -0.3936 -0.5814 -0.6680
 253  1.726418  3.7242  2.4376  2.0877  1.1559  0.0601 -0.4401 -0.6294 -0.7171
 254  1.726922  3.7232  2.4107  2.1108  1.1098  0.0068 -0.4971 -0.6881 -0.7770
 255  1.727288  3.7225  2.3912  2.1274  1.0770 -0.0313 -0.5380 -0.7303 -0.8202
 256  1.727708  3.7216  2.3683  2.1469  1.0382 -0.0765 -0.5863 -0.7801 -0.8710
 257  1.728083  3.7208  2.3476  2.1646  1.0033 -0.1172 -0.6300 -0.8251 -0.9171
 258  1.728492  3.7200  2.3245  2.1844  0.9643 -0.1627 -0.6788 -0.8753 -0.9685
 259  1.728873  3.7191  2.3028  2.2029  0.9280 -0.2052 -0.7244 -0.9224 -1.0166
 260  1.729231  3.7184  2.2822  2.2205  0.8939 -0.2454 -0.7676 -0.9670 -1.0623
 261  1.729562  3.7176  2.2630  2.2369  0.8622 -0.2830 -0.8080 -1.0087 -1.1049
 262  1.729914  3.7169  2.2421  2.2547  0.8279 -0.3236 -0.8518 -1.0539 -1.1512
 263  1.730240  3.7161  2.2225  2.2715  0.7959 -0.3617 -0.8930 -1.0965 -1.1948
 264  1.730557  3.7154  2.2031  2.2880  0.7643 -0.3995 -0.9338 -1.1386 -1.2379
 265  1.730862  3.7147  2.1840  2.3043  0.7337 -0.4364 -0.9737 -1.1800 -1.2803
 266  1.731562  3.7139  2.1630  2.3223  0.7006 -0.4767 -1.0178 -1.2257 -1.3271
 267  1.731855  3.7132  2.1441  2.3383  0.6706 -0.5130 -1.0573 -1.2666 -1.3690
 268  1.732156  3.7124  2.1243  2.3553  0.6395 -0.5511 -1.0989 -1.3097 -1.4133
 269  1.732439  3.7117  2.1053  2.3715  0.6098 -0.5876 -1.1388 -1.3511 -1.4557
 270  1.732719  3.7110  2.0862  2.3878  0.5800 -0.6241 -1.1789 -1.3926 -1.4982
 271  1.732976  3.7103  2.0682  2.4031  0.5522 -0.6586 -1.2166 -1.4318 -1.5383
